identifier,serviceDepartmentName,address,isPartOf,contactPoint
0df0157e-96a0-43e5-91da-422ddf9778ea,Surgical,1ba70832-ebf4-4a94-a9c4-aa34a603334d,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,938f2437-491a-4214-8fbb-356ae42cea9a
ad44423f-b58e-4d83-9fbb-af63b302d4e8,Obstetric,15e42e2d-922d-4df0-add1-25b104e3e414,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,c3d29c33-631e-4457-8b9f-50405dc797e5
2954e7c6-0a52-45bb-b183-7949fa6e7e92,Renal,14ea12c7-71ad-4e48-9262-2b74f99b75f5,07a12d79-2cb6-48dd-ac5b-a6dbacff7951,60be245a-d8b7-4af1-a74f-ba8eb7130fad
b6916b3e-a86c-4809-b530-677e514b6117,Radiography,a8ea3fe7-efc4-4394-a887-82c2740e1a06,1395b0a1-a666-4812-b332-632ec39f96f2,597714ad-d675-4eb8-b7bc-f0cb789ca4ba
3088016f-11c6-4fc0-a9a7-58d90dd69a00,Diet Nutrition,0c91fafa-3ab5-430f-8302-f11f11081e90,1395b0a1-a666-4812-b332-632ec39f96f2,6cd79a22-c24a-4fc5-aed7-92d4d411f26a
fec5ca9a-74db-4ec5-9b9b-809b6b91668e,Optometric,ae6c3b1a-3f15-42a3-8c97-1a15202a930c,1395b0a1-a666-4812-b332-632ec39f96f2,91ec5938-9e74-45ae-8ae3-5ec25ccb555d
81e58a8b-dab0-4b2f-b52d-574654ae5afa,Plastic Surgery,3b58dfff-57db-48e1-8d08-188946435fe0,1395b0a1-a666-4812-b332-632ec39f96f2,1ec919b8-9b64-45b4-a7d4-44a72b4fbce7
a8027f2e-4a62-416a-8300-8ff6c7b80374,Pediatric,f9acedc2-407e-4a0d-87c9-34cfea143e2c,1395b0a1-a666-4812-b332-632ec39f96f2,08061b68-c710-4f43-807e-034910c71394
c6558bd2-bc94-4383-8859-0d17c60fa9fd,Optometric,6f6c6d00-9525-4449-9daf-2dc7c6884bd1,1395b0a1-a666-4812-b332-632ec39f96f2,631a0aa8-adbc-4387-aa1a-a05cfb849991
6dc470a0-5099-49e8-8700-acba89d43d9a,Midwifery,d67cfd24-0fb7-43e0-ae60-db30d3b83054,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,a817d989-0870-4659-9a75-2bc7eb9fbcac
15c68de8-56ff-436b-9e8d-0e5eef2c92f0,Gastroenterologic,9ae3de12-f351-4ed3-988e-b4edeb82cbb5,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,547157b5-8403-42c0-a04d-6d930fed8828
a657e535-f4e5-46da-a5ba-c9b5ab5dd0ac,Apotheek specialiteit,e594b669-1927-4080-8ead-ead490ba7f01,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,a74db1b1-d098-426f-b5aa-27548f2e81ec
7d3e8a2d-edb4-403b-bd90-367c804d20be,Gynecologic,d5ec1ab0-76a0-4368-b20e-c0a2d3b74abe,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,ac702b82-ab79-4825-8cab-bc214aa7f644
08658c69-e446-4970-aec6-1aca8049bdc2,Nursing,08a3684c-06dc-4c74-8cfa-98eef96836a4,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,3a998d8e-c181-42e4-a0d9-ccb7f9fe9aa1
a1d4a65d-7923-4372-a8f5-a0c7e14f02e1,Anesthesiology Department,c5780131-f38d-4560-9d64-7da333b6efde,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,754aaa88-9fef-4240-8033-45c5488d58a2
1e652b37-7ba1-4f57-89e5-10685979a5c6,Neurologic,a6f4a56c-2889-4fb9-b936-5a4f3eaca178,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,88aa0bee-b93a-4bfb-8082-4911714d09ab
ad9b425c-1871-4594-a2b5-97036598e340,Blood Disorders Clinic,c991a36a-f8cd-448c-9d24-7a80b600b727,bc4aadc8-6bdd-45d7-b6aa-1ebd28e534d0,13afc595-6082-420a-9bcb-2df1d70e04d4
490efe19-9255-4c88-ac7f-c4959f1e7373,Midwifery,b4fd27ed-2c94-435e-87c9-06819caa50e7,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,ae558590-0ae5-4e45-9469-ed2e6c19281d
fea77efe-432d-48e3-97ce-171a726d3b66,Midwifery,60c3cf2f-37f5-4397-b330-8f2663d53d7d,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,00c05feb-d6eb-4dce-ba5b-87d944cd48bc
2101204f-c867-488b-8f83-12cb9d24ad90,Musculoskeletal,911e4e60-90ac-4d8c-bd07-93875bca602b,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,aed326e7-9f91-4c1d-84ac-8f8985af4b8b
d097966f-6c38-43b5-9d18-88ef64e1aea6,Sprachpathologie,0e295b2f-0042-4917-8c33-b9eeee1f10e2,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,57f479ca-4327-4301-942e-f27144da66ee
711446e1-d4bd-4f26-a2cf-c034cee7537c,Dentistry,e42b3000-5e6e-48d3-8d01-6f6104dc2d2c,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,c49c0772-4e91-45b8-a09b-4b5d6e1fb808
3e3ec6a6-4d67-42d6-a2af-f70215fea26b,Otolaryngologic,dda00570-05e3-4d71-b246-a1de5aa339cd,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,256fc459-2d3f-4f63-96c4-688734bcb60b
d4755f0c-585f-4693-954f-85f035919ec4,Primary Care,3abb6be7-c23f-4cd9-8cf2-4568329d052b,0b3a120f-e8c3-4f9b-9fae-3dd52983762e,d6b0a287-7ca3-4a45-9ab6-974938ff4fd0
ad2ed79c-894f-404f-a75e-ad9163b5e044,Midwifery & Birth Center,5404f932-7635-4904-8859-776c6cd5f8a6,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,56f47cff-7dd2-4e85-bdf2-f9b1e38a7add
abca41f6-5663-4e1f-8723-8bdd26bee23a,Gastroenterologic,599d8c29-ccc9-47e7-803d-5d27b46a3d73,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,26f43fe5-c81c-49d6-a951-0df7f1db1919
815697f1-1f2c-4d3b-8601-7bb4eb8e8ae9,Toxicologic,325f00c9-2091-4708-a6f0-79f8d33bfa5f,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,2c81e8cf-e7d2-4d66-ab9c-0af1d86e3b41
1dad422d-2119-45b6-98aa-6ac5bcd4db32,Speech Pathology,4a9ad814-8393-4144-a482-0f16d827f294,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,3a4a8286-3292-4897-a184-a408f1df1dd6
f0487ec3-59d4-4b65-ae7e-445eba27e91b,Emergency,78f44368-3754-4b0f-a13b-32056b8afb65,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,01f66e17-40cb-437e-83ac-2abb54b76420
682697fd-4f7b-49fa-a36a-fb0034dd32d8,Gastroenterologic,a7062ac0-6564-4ecf-849a-2e80eafd862d,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,adb174de-d4ae-4447-9ff7-d4078a4bc1f2
7369fc6f-bc6e-4a8d-97b0-a5b21a6e9f24,Oncologic,ca8a09c3-4418-4b63-ac68-9616f41614f0,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,f2b73f3a-864d-44e1-b517-1f05578dd195
b880d957-c52c-4564-abc6-651016fb353b,Public Health,c5a3b006-e030-4288-b2ca-13e0935589f2,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,b4cd1efa-f4af-4193-a551-3edd29f9e49f
00a0cd3d-f8b7-48f5-9c1f-99d661a0e990,Gynecologic,a2b79fa0-5537-45a7-85b4-91c9e38190ff,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,81f15c16-7af5-49a8-83c1-f4df6de0d5b3
67479b7e-883c-41ad-bd80-5649706755c9,Dentistry,0874fdc0-a1d7-46f6-ad5c-d790a5f5e555,215bd565-c6d1-4d33-8b36-3dd1be5f56bf,dfaef4de-1b9c-48a4-a99f-71d438ba03b2
369f30bf-d918-4a17-84cc-e6e9b82c24b1,Podiatric,cbd160c0-7b93-4e8a-a5ab-901b7f056993,379fce57-f677-4343-8f24-803fe04b7864,950e1382-9d4d-4a64-9567-4b2e46292e0b
f8ba3034-b391-47c6-bbbd-5b00f254e49d,Speech Pathology,e74ab7b6-ee66-448f-a4ff-f8a24dea451e,379fce57-f677-4343-8f24-803fe04b7864,d45f4d0e-14da-47e2-a25e-6de68c14234d
d0cf14e9-fdda-4bef-9bfd-6b068e38c393,Anesthesia,4e776463-dc09-461f-83f6-79a6a1c53b7a,379fce57-f677-4343-8f24-803fe04b7864,1c58f9d7-5155-4a84-8b00-1d426a5cfb06
2546af7b-19a6-48d3-93f1-0949536624ae,Musculoskeletaal,11f0da61-bf2c-45ba-b423-c319b0b9ef49,379fce57-f677-4343-8f24-803fe04b7864,da12ac96-db29-4c72-8eff-989cdac351a9
3f6bf438-52dd-456e-9c8e-f57127054dfe,Infectious,a9ade222-a882-40b7-9051-fcc86f9f0fef,379fce57-f677-4343-8f24-803fe04b7864,19d890bf-9be6-4929-b3a8-790b8b8d3496
909f40a0-64af-450c-9d7a-168d232033ef,Brain & Spine Center,cf5d4075-e4e8-446e-85bb-99bad73a2e56,379fce57-f677-4343-8f24-803fe04b7864,16942cab-818e-4980-bb0b-20ffdf7f9f24
91747922-1861-4bc7-964c-5064933b559c,Rad,ab184266-b907-44fb-af2a-de8c4082eb7e,379fce57-f677-4343-8f24-803fe04b7864,38501464-11ad-4453-8425-32b4e6257226
20b98c42-ef89-4804-8c0b-53cb7363c78d,Rheumatologic,9711809e-341b-4cdd-b5af-db6404c4faf0,379fce57-f677-4343-8f24-803fe04b7864,742400ac-6c74-46e6-a152-249e380a9601
70ce5f11-358d-43e3-b2ce-d9c4ff200a65,Endocrine,31daa336-e6b9-4ca4-afdc-8f3bdffd4747,4d372cc0-64f9-450c-a9ec-d6bfb7d50893,e3702a27-b1e0-4091-9c04-6daa30656c5d
fc0a512e-f970-4677-9120-4a7b04920291,Gastroenterologic,562cd8b6-bfbc-4de2-bbff-3a538e12d9ec,4d372cc0-64f9-450c-a9ec-d6bfb7d50893,10ea47b7-2691-4faf-9410-8f37ebdbcf69
c547115f-a398-4c35-a3df-d4a01b72af9b,Musculoskeletal,b0cd8046-0f3d-40b2-89fd-d6f8793e877b,4d372cc0-64f9-450c-a9ec-d6bfb7d50893,98139426-8fa4-4431-8dee-a3ad78c027b7
e190d088-25ba-4204-a9a5-66de08f389ff,Toxicologic,4760c250-c8d8-4e85-9d3c-40d9a1ecc25b,4d372cc0-64f9-450c-a9ec-d6bfb7d50893,0f975c0d-9b05-4772-966d-4be75aab8b4e
69a129e9-19df-4f0d-a9ed-b06bde7a59e8,Kardiovaskulaarne,e529bb4d-7cb8-431e-8c12-3a1bae90bc14,4d372cc0-64f9-450c-a9ec-d6bfb7d50893,6459342f-634a-4b91-bd91-04cd7bd0fd03
9772c391-e7ed-4187-8e79-9fc1505bd409,Psychiatric,c90faf81-7e5e-47d4-ad9d-5b0d8f0fb503,8dd40e3b-0ca8-4337-9307-f1722b120a89,880658dc-6494-4e0d-9b16-04188fb711b6
c5b09fb4-c1e4-40ae-86ed-5a186b2ed3ba,Public Health,c4a1f1a5-ae8d-4090-a506-16814a2f551c,8dd40e3b-0ca8-4337-9307-f1722b120a89,48578920-7691-42ab-b67e-f7bf2f17572f
0fbaa3ed-facb-497e-8bb2-6978d50551f6,Midwifery,48912537-204f-49a6-a1f6-e5e352088ee7,8dd40e3b-0ca8-4337-9307-f1722b120a89,e6340010-216a-42f8-8baf-a1ba3f885409
91eff323-37f0-4441-b24e-69e795212600,Kidney Care Center,18d53c21-13d0-4737-abb4-0b35e635776a,8dd40e3b-0ca8-4337-9307-f1722b120a89,e30028e4-68d7-4795-92ca-c7a47501ae9f
429a28b6-41d7-4772-99a3-44bd2cc20906,Surgical,2d310267-d57d-4918-9e0b-6d235285b675,8dd40e3b-0ca8-4337-9307-f1722b120a89,cb015709-ed7e-4728-b767-4f177b4ce9fd
bd7638aa-02db-4ff5-aa9b-ddea2417d39a,Primary Care,26794c17-a9de-4b14-91ba-8ce44ced3bd1,8dd40e3b-0ca8-4337-9307-f1722b120a89,97843028-d1bf-40ba-90e3-a1d20bfdd0ca
d12734c5-0324-4c88-8e84-aaa1e246aedf,Gynecologic,5f1bd5f2-cb38-46ad-8927-477b15140bb4,8dd40e3b-0ca8-4337-9307-f1722b120a89,82776a7b-6a31-4b2b-857a-1480a603da30
53b244fb-8121-4b09-895b-73dc80f1b38a,Lungen,d6be55af-da41-423f-970f-73a0b83f62ff,8dd40e3b-0ca8-4337-9307-f1722b120a89,95070ce2-4c81-42d2-9bcd-d9f52f880a20
b859ec71-b48a-4232-afbf-13bf5cdd5b6a,Podiatric,faf3ca79-c912-4874-99f6-5b69ba4c7779,8dd40e3b-0ca8-4337-9307-f1722b120a89,7afa5c99-b006-43e3-9ac8-1ced7e7741cf
a099a3bf-cec2-49b0-8ea6-d66f50ccee35,Anesthesia,4d5ba2ea-bfb2-4cb1-91b4-09c4365af47a,8dd40e3b-0ca8-4337-9307-f1722b120a89,9441f1a9-16e1-4200-bb36-38845d2457c5
913fc26d-3f2f-4152-94bc-a11c483155f6,Urologic,d38d9f4c-a6a1-4c5b-9245-24e15f6adb6b,55a8424d-259a-497c-a6e5-ca1eb51c27bc,0fa220b5-ddcf-451c-9d99-ea2b41b65115
28926b91-5b9e-485d-9139-684653f4b652,Gynecologic,0e8892af-4b32-44a7-a243-087f2616483b,55a8424d-259a-497c-a6e5-ca1eb51c27bc,5f227cb4-52e6-494c-b0d2-7ba4885cbfd9
9295e713-78eb-4659-8fcd-56f55a310c2c,Respiratory Therapy,022ee91c-6f45-42aa-9265-895b463d9d09,55a8424d-259a-497c-a6e5-ca1eb51c27bc,0b12ab8e-5786-49c8-8ed2-32886d7f2d23
9f576de1-2e64-45f7-8d44-5cd063d3d65a,Urologic,d5ba08b3-dcbd-4041-9465-f962c3b748b2,55a8424d-259a-497c-a6e5-ca1eb51c27bc,d597ba99-55a9-44da-85f3-5bb8cfce9fc7
e53b1e1c-fe34-4998-b899-1a6132a4b870,Rheumatologic,55a98760-6627-4506-ae3a-fdeb2987e6f3,55a8424d-259a-497c-a6e5-ca1eb51c27bc,41a7fab6-8032-4e43-b857-928a22cbf6b5
000f3f0c-53ed-4ee4-8903-146213a0d7c8,Dentistry,a973205c-c04d-4e92-b204-a52fdf0c8a3f,55a8424d-259a-497c-a6e5-ca1eb51c27bc,ed5aef79-78b1-4087-b8c0-d62d3b821030
6e28f1d5-bb8b-47f1-aa41-cff6ebb9b86b,Primary Care,07b6405a-be31-4dd9-9043-900a46771040,55a8424d-259a-497c-a6e5-ca1eb51c27bc,40d8f796-bd6b-4877-96c9-7df683d44c0f
dc60f952-6d82-4c68-a693-7230726d0bcd,Anesthesie,ea6c591d-ad62-4bcb-a90f-d3fa0085bd70,55a8424d-259a-497c-a6e5-ca1eb51c27bc,41388aab-d1ce-4c99-86cc-67b0fcb5f0e5
ca619173-8a6f-4d6c-a3b7-fdbec3f250c1,Surgical,31cb27b7-6f96-42ab-88d9-ca24804e402b,55a8424d-259a-497c-a6e5-ca1eb51c27bc,b54b47ac-88d0-4092-81c4-067d5f7e10b1
033adf67-8c8a-4b07-8459-c58cf5e28fef,Pathology,20d51330-3e1b-408d-a22d-9ac03cbe570e,123d3ac2-a564-47ad-9588-3dd341be360b,5572d976-1541-450c-8e56-5937ac6ca733
2d74a564-dae0-4a82-b0ef-37703c3a2853,Kidney Care Center,7a18f339-266a-43b6-9051-9a9bdb66f202,123d3ac2-a564-47ad-9588-3dd341be360b,c3356168-731e-4409-bd12-87e460f2eb6d
6156379e-877a-49ac-a379-4dc642ab0894,Gastroenterologic,a91dad33-6bae-4951-9f78-c19d5fae7da7,123d3ac2-a564-47ad-9588-3dd341be360b,23dc2477-adaa-41cb-b991-f87f00cb0b2b
f8e763bc-b34e-43d7-a584-1d30dddd12f3,Speech Pathology,da64e5d3-b07c-4a41-b045-14306ddd930c,123d3ac2-a564-47ad-9588-3dd341be360b,870b5d7a-ae1b-4c91-8d0c-cd74503d2dac
15dfc557-5723-4643-b400-cd053793c9ff,Pediatric,c4a7a69b-bcde-465e-b529-385f053617a0,123d3ac2-a564-47ad-9588-3dd341be360b,fc285db8-1d50-4f04-8830-365a16045b19
c883e518-7b3d-412f-8e63-b798849ba88b,Primary Care,9ebf4d8b-7fae-4a54-b1d1-74dce08ade68,8b7c1736-5a27-405c-a612-be7c066623a6,15e71575-086e-4f93-97ed-610a3cf8ed55
4e0398de-1f04-4976-9952-71c210eae963,Gynecologic,872cc248-f396-4881-98e4-e9f818061aac,8b7c1736-5a27-405c-a612-be7c066623a6,6db18e10-e90e-4efa-bec6-2b0cf5bbeaff
8bbe1e0d-2f3e-4852-96d9-e3f3e125f9f3,Optometric,2b95ecbc-2a47-4e4a-bd40-e0dae3f06701,8b7c1736-5a27-405c-a612-be7c066623a6,3c0f9ac6-e84b-473b-b35b-cd465aa919db
ac796aab-2394-449d-85fc-aab66d54c61e,Endocrine,33a36d3f-cca6-43b2-b8b3-4479c3278203,8b7c1736-5a27-405c-a612-be7c066623a6,3e3dfc74-fd20-4c10-ab60-df9ddb402da9
98de5824-b6f3-4281-ae12-d3215d32c2f3,Speech Pathology,f4907e4d-6339-469a-983a-46ea36a80fa7,8b7c1736-5a27-405c-a612-be7c066623a6,5a38d856-50ee-4a5d-bbab-2a48f098795c
3c48a759-1ec9-4bd3-9254-ae8f0c75baec,Neurologic,8382f852-bd9b-4cd5-9ccd-3ae0a5e627d8,8b7c1736-5a27-405c-a612-be7c066623a6,a72f5b62-ee05-4273-b49e-2fef11216254
f8965721-564e-4937-a33d-80a65fc8886d,Opt,8f721bef-c7ff-4fef-a96c-ebfbeaf2ce92,8b7c1736-5a27-405c-a612-be7c066623a6,6e097369-853b-4d11-92ed-1cfc337ed922
afca4a2e-56af-4c16-bdfe-d92547e497da,Pulmonary,8782e671-5ecc-4148-b4c2-b4c03164e46d,8b7c1736-5a27-405c-a612-be7c066623a6,34764267-357a-44b9-9440-dfea817549c7
38c24cd3-3f2c-442c-9519-8e5cbc19e057,Rheumatologic,dec296e6-0065-45d3-9b35-ca0ed7dbc499,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,2a447a46-563b-4d38-a5a4-32e5e3285f88
9e87767e-ec97-4be8-8623-179cd396d332,Diet Nutrition,cd16a839-7176-47e7-8c5f-e9181e35f85a,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,992bce50-757e-4698-9ba3-60a6c0f89ec1
be9f7363-d68f-4059-9f91-9f7438311307,Gastroenterologic,d22dbbbc-f4ef-44a7-bfc6-0fcab69cb232,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,311f49e2-5e55-4ebb-8998-14c2ec1c49a0
6c70113c-7f60-4748-9f83-d31e6169d1d7,Endocrine,ad13b746-d6f2-4eaf-8785-e044ffb2b3fa,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,ca6265e0-5e5e-4294-b3aa-201cc6a78659
147aca9c-616f-49ce-b6f2-bf8084b0ae5c,Infectious,3bd11160-d2e5-4abe-a53c-b4e64c3ba403,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,414305a0-15da-4f11-a398-545360c469a3
998cb468-3c07-486e-98aa-f1a8e47a32cc,Tox,7cb1ba1e-b641-4215-b118-81c4ff0628fc,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,979fee08-a8f5-4c34-9322-de20f2d761be
e3381183-479a-4b31-98eb-cafbf00321da,Chirurgisch,171b536a-b5d3-42aa-9dd0-3056ab4814fa,b8acbcd3-471b-4697-ad68-c55fb44c5b6a,7a69f007-605e-4f05-81a8-85d9d17d3eb4
b20df718-a8c8-4448-90ce-b948eadd81ae,Dermatology,61514157-e343-40d8-b1bd-a56a3fecfe2a,862ddad2-b78d-43b7-afee-2a3e569e078c,10d53423-69c2-4afa-b9df-d6cd283662c8
7a191569-8388-4b61-a373-16f75120a5ac,Midwifery,857f57be-23f7-4861-8b56-f1a0b22597bb,862ddad2-b78d-43b7-afee-2a3e569e078c,71d9e474-817a-4e17-8f24-75a53d197b6b
da12c0b1-09b0-4566-a87c-3922e589b0a3,Musculoskeletal,4b1fc6bc-5944-422d-97f7-02183f25e3c3,862ddad2-b78d-43b7-afee-2a3e569e078c,388e1252-aece-4158-b1d1-0a81c98b1e52
dbdf1b65-e39a-44c2-a5ab-3cb23d50a7c6,Radiography,13bb24a6-68eb-493e-9b1e-94991adbda77,862ddad2-b78d-43b7-afee-2a3e569e078c,ff3e4138-8d53-4a1c-8058-a4fd0f30ac6c
3a572254-4649-4a58-8b85-ae6e8b6c51c2,Sprachpathologie,86c940e6-947c-4430-a6f4-143c4d51d6f8,862ddad2-b78d-43b7-afee-2a3e569e078c,b6f81ccf-8cbf-493a-b31c-49dac519192d
78353f33-4ab8-4616-9e0f-e4d61d988b3c,Podiatric,b146e4de-d80b-4ed5-9c74-bd2e7a26a874,862ddad2-b78d-43b7-afee-2a3e569e078c,020b6479-cba3-401a-b1f8-74e45130edb6
2dab95a5-6dc5-443d-b652-28f752bb9ac2,Cardiovascular,d223e792-9476-484e-bbee-bb16554c8abd,e7cfb657-8903-4898-a3a8-27c3aa65d9ff,b8d5c63a-f395-4308-9608-f783ca6ef6ae
6b28aa7d-8486-4b83-982b-3083594844ee,Pulmonary,07bb4077-8271-491d-80e4-b873b555727a,e7cfb657-8903-4898-a3a8-27c3aa65d9ff,34ae9c6b-1594-42e8-9a7f-2de3c6cc4842
910c7029-0f72-4c6b-a72a-2dfc48c91bf3,Cardiovascular,2a03269d-9b9d-46aa-865c-3db948c13ed7,e7cfb657-8903-4898-a3a8-27c3aa65d9ff,46ae0f5b-186a-4c52-a575-8dcc9804837a
