identifier,serviceDepartmentName,address,isPartOf,contactPoint,anchor
8dafe718-b9c3-44cd-95bd-e1defdf09a57,Arthritis & Rheumatism Center,51319cf0-1d79-40ae-8aea-e07ad9ab5555,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,21ebd948-6a0b-4fc1-8715-91be6e213f0d,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5
c7864748-d966-4e8e-bf5a-434aea41e087,Gen Med,fc788b56-1152-48ad-a3ae-3a6e6d16ac95,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,51392c6a-3367-49dd-b17b-080a57522914,c5cf255f-278d-44f6-88df-480ea3b4e529
e85e651a-8577-4b18-9fda-8c3ba107399d,Pulm,08ed8221-3416-4ac1-8fe0-81cc8351c903,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,c773fdc7-526b-458e-9163-864e487561a0,6250e9f9-08d1-4e63-a7e8-aeae24a703e3
243386ce-675f-4809-bbda-2660fed0c73d,Population Health Center,42c0d2ee-949b-4d09-bfa6-8c69f02aebc6,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,98714c38-d96b-4a50-90a2-29468692a4e1,f146b080-0a2c-46a9-9bd3-839291e54b3a
d8f0ac85-2875-4821-94d4-d62a17fcffd8,Community Health,00551690-577b-4f2f-9cc4-156ef60add78,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,edce3d76-e53c-4a29-8d28-deb89bc18a33,4b9368d9-6188-4ea0-9e5e-cd0a3cbafcaa
d8ec1df5-ff8b-46f6-b767-43e7339f1586,Anesthesia,1e09b4b2-9b91-4b17-98a9-87133c41350f,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,405f4705-d484-4bbc-9f5d-2112accfbc94,bb1a48e2-50b9-4e51-a81e-5658d813a70f
b9a81493-5b62-4d7c-a40b-30c6da361f0a,Pub Health,de7c2f7c-1a0b-4b45-8027-6b7e5d953674,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,6a9d0495-7348-45c6-983e-0a7cbd98ef67,18711121-c9e8-460c-8a8f-541d052ba051
d5595fba-afec-43cb-97ba-f64f7f54f616,Respiratory Care Services,47ab21cd-575c-44e2-a201-196f6f9c8776,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,7ded23ac-ec51-4e9b-856f-dfe2045ed124,d0ab9ea4-c15f-47ca-a04e-6817ad982a08
dac36f1f-8e86-4c90-a550-a85bd6ad8dce,Uro,bd15116d-5f2b-48b7-bf36-2065b5f7fad8,84e353eb-8257-4ab7-a6a9-e0ee5344ba0d,fb5ba25d-7d39-48e1-b01c-a4bb3f849724,10c313bd-6478-4399-8d68-2a6149262a13
379ab5c6-666d-4ae9-ac82-072dbdeca9fe,Midwife Svc,9367c8e9-4b86-4d42-ac9e-7acba4ced549,7234be09-62c3-4af0-a8a2-512db3837586,d053dd5b-ea4f-435e-914c-f52ea8311600,ed6fe79b-8c56-4b92-8f32-2470a2334974
bb928b91-dd3f-4448-b09e-5a8cf3182a41,Digestive Health Center,ad4f27dc-0baf-4b88-8172-328ce19edb4e,7234be09-62c3-4af0-a8a2-512db3837586,2136b80f-0319-448f-b49e-f5e6c6338d71,7cbb1bcc-ef38-4237-99a0-f532d2197d93
d4cdb469-9231-45ac-960b-c1113d9c7326,Clinical Pharmacy,5ce4dcd7-d51c-47b9-9200-8d44c52b552c,7234be09-62c3-4af0-a8a2-512db3837586,9dd8d514-9d75-4047-a6ce-72d64c7763d9,2709483a-176f-4018-b186-46ce90e49461
3baf75db-2944-4dda-ae42-02a5cb3a0075,GYN,d1d13798-ff74-4a9c-90ac-ec187bf6332d,7234be09-62c3-4af0-a8a2-512db3837586,92f53fff-2b54-4809-9f89-d99709a46091,1da11d7a-a281-4ecd-b084-486f52268c27
b265aadb-29e4-400b-b4e6-2bebf24af48e,Nurs,78a06c1d-ae2e-4dd0-90f3-bf1551581810,7234be09-62c3-4af0-a8a2-512db3837586,0f8ca34f-e49c-4389-854e-e13b23de05d3,d296e670-f35f-4a3e-ad38-505b5e8a511b
0d3cee63-e9f2-4f56-ba62-c327d51f28a1,Anesth Dept,07567f0b-7f17-429e-a5db-c9ba3652dc13,7234be09-62c3-4af0-a8a2-512db3837586,49fde473-67a5-4fb9-8cdb-cc262300fcb2,5d7ee6e3-58bd-4490-926c-34f8f6b1557e
28cf8b97-ab46-46e9-b6b2-6335a965e6e3,Neuro,e415e162-b6a6-4ecc-a747-dbe4e6649753,7234be09-62c3-4af0-a8a2-512db3837586,f87b8858-e320-47af-a88f-aec7988af239,2f40d4ef-bfb5-43c2-bd16-2e6fe93cef4b
1bb0cb2e-8319-4dee-84ab-6153657ad8be,Hematologic,188e389b-883e-46b9-9a70-60197a434bda,7234be09-62c3-4af0-a8a2-512db3837586,63065346-8e07-4f40-b945-8ec69ded03ff,f3be0a6c-15ec-4910-8e38-34376a1c7817
ce75c2ba-51de-45a1-b233-35bceafe0449,Midwife Svc,38f0b2e5-91a8-4781-80ff-15c60f15d88c,fda758bc-3634-4125-8933-eae2c778b82f,ee5ff29a-1d4d-4cba-a68f-44d1c05597ad,4388938a-82bc-4728-ac20-74955c5b6d49
60a06488-71e2-4dd3-8dd8-2fb75296bc4c,Midwifery & Birth Center,f6dff35f-fad5-43a3-b8b0-120b61a3defd,fda758bc-3634-4125-8933-eae2c778b82f,8a205b45-7413-4ba4-a467-85b187bb7a61,ff09ff3a-4eef-4333-a849-4a7e4e72d338
bd470d47-581f-4eb6-a889-03f3c7d37768,MSK,8e07c96d-87ad-4959-9325-b1bb8464205b,fda758bc-3634-4125-8933-eae2c778b82f,41da3b4d-4454-40f4-948a-8cb76a0f66e6,29c5de2a-50ec-47bf-a933-312316653367
a153e32f-42d3-4a69-b35b-5dcdcbb9888f,Speech Path,9b7a3011-bff6-46f5-921d-0ac57176ad17,fda758bc-3634-4125-8933-eae2c778b82f,abc3b6b1-241f-453b-9965-28029afaa4ac,67706bef-d5be-4022-9ea7-0756a1d577a4
89d55590-e9ce-4f0a-a441-d332340e2a26,Dentistry,089f3ba1-80e0-42bb-9717-030dabd9e0a7,fda758bc-3634-4125-8933-eae2c778b82f,bcbe6a25-c04d-4167-b8f1-52c15ddcebf0,1eff1078-3985-477f-8069-f48d5c5815b0
98cc3113-6bdb-4ef5-b437-2e3032d5c585,"Ear, Nose & Throat",a94c98d5-8467-4941-8bb4-716c8cf55961,fda758bc-3634-4125-8933-eae2c778b82f,9f7f2105-6fae-4f14-ae2b-09d3efa1eca0,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa
cb32a70b-120b-4ae5-a91e-493a04238219,PCP,f1bcae20-ce08-44d9-a0dc-300e87e2317e,fda758bc-3634-4125-8933-eae2c778b82f,6e745d14-2aa2-43ea-92c0-bc8f7a75e827,02c1f0b0-bce7-4742-b228-0d9ae2cd8130
b649353e-7a78-40c0-9ae1-21b7049b5f7a,Midwifery & Birth Center,ed1cb229-5482-4212-9ffd-83c75adf1083,67d43960-d2ee-49e9-9466-61ed7bc6c703,be61738e-5152-4716-b53a-143066a2a054,80aaf97e-454b-47c1-ae87-4f00de906481
0b37d2fa-2bb8-445f-931f-f21bb127c186,GI,44df7ce6-b393-44dd-9cd5-778272e6f289,67d43960-d2ee-49e9-9466-61ed7bc6c703,ba94f298-55d0-458f-9993-ad2b5f1b8826,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1
129bbc0f-cabc-4cb7-ba32-08e9c6296402,Poison Control Center,15842672-0464-4263-8246-2358eefd6bc8,67d43960-d2ee-49e9-9466-61ed7bc6c703,83d0f7bc-95f7-4ecd-a264-091e8a4c3906,46ad6171-8f72-428c-96fc-a750fa679a04
991241dc-af8c-4d42-b5b7-7ecfb7de9b63,Speech Pathology,6422328a-83de-47e8-b506-49618b5bb63c,67d43960-d2ee-49e9-9466-61ed7bc6c703,6e02100e-bed0-4a7d-9002-3e1ee0fa4450,830d98ee-c1c3-4b57-9d56-dae36bd2623a
d0c11873-a672-4bd5-b476-fa2f3f6a5368,Emergency Services,228786ea-2647-4479-afe6-b95af6de2868,67d43960-d2ee-49e9-9466-61ed7bc6c703,a0ec2628-c8b7-43c3-860f-ea902459dbf9,900e7701-f888-432e-b45a-6a8736e11fc9
ee52c080-6e5b-478f-a41e-c0e165115606,Gastroenterologic,3401bb83-1a58-4fd8-bc50-8ab1bbcceb93,67d43960-d2ee-49e9-9466-61ed7bc6c703,5725b62f-2c38-4198-8993-251d73e9ce95,c413e9ba-28db-4021-a56a-3078cf7d511b
f86ed446-a359-4542-a8d1-47308ebc0fc7,Oncologic,c1db20cf-ecbe-4fe6-ab33-c52885b19716,67d43960-d2ee-49e9-9466-61ed7bc6c703,01cf28bf-c5dc-46f2-b8cf-aabbae827a82,d219c778-5891-4706-843b-5096d39e4b11
d048cbe5-63a6-48f3-b4a9-6309f9acea5d,Population Health Center,736f1732-d975-4d1b-a808-520a53c84321,67d43960-d2ee-49e9-9466-61ed7bc6c703,c34f7ccf-b8cc-4c86-ae72-0607026f09f1,06bba00e-615a-4c4a-979d-92bc2bd11b15
ca0f6459-6d90-47bf-ba88-339bfd18c4f2,GYN,b9bf3413-ea47-45b0-98ee-9633c9917645,67d43960-d2ee-49e9-9466-61ed7bc6c703,5d445011-ccb4-4635-9d60-0987fb6bcb4f,8f6262db-20f4-4aaf-a31c-3308c3007cb1
e43e3e4e-56d9-4788-ad69-a2ba38381475,Dentistry,c0316231-fe14-42a8-8f9e-fa8ed1072fbb,67d43960-d2ee-49e9-9466-61ed7bc6c703,a6a45eeb-f954-45ce-b348-d0b708f52db5,c78e0f48-4522-4c79-9cf5-2508aac487b1
1973af6c-e189-4e8c-b783-72a26aa9eca5,Hormone & Metabolism Center,d5794144-dd64-4c3b-a567-5b1038f7cd0d,0821d0b8-f47f-4d5e-8e65-1f35c3376708,0ab0893c-680a-407e-afde-eb2e1e76cbbd,83c39b81-e8f3-40a8-9b76-1752463b76af
a6aa891a-3412-471a-8eed-ad67a04e11f7,Digestive Health Center,1dea2a44-53d7-4ec4-93f8-13b8c263c1d2,0821d0b8-f47f-4d5e-8e65-1f35c3376708,62aaf446-4b2b-4438-bc62-770a6d7f7275,f755b463-5c34-4e94-8040-0fe8c68b1f6e
1355c732-ed15-49c9-81db-4aceed7830f8,MSK,0b00fdd1-fa57-4cb7-899b-3745e35cb1e0,0821d0b8-f47f-4d5e-8e65-1f35c3376708,1498cd21-8ca3-486f-9093-b7163735dab6,758eff25-033f-492f-ad9d-81e70685e760
dab41a60-4fc9-4d5f-b892-dc6569bb4860,Poison Control Center,660f20ed-feb8-4131-8305-71c50b17e3a7,0821d0b8-f47f-4d5e-8e65-1f35c3376708,b745d414-9ed0-4d5c-8486-3ec036ebf8b1,d1fd07da-07b5-4f89-be6d-8be48fb91db8
41921ff2-51a6-42b9-b389-8602ef020865,Heart Center,1a501a32-a982-4280-ba06-b11749cb082a,0821d0b8-f47f-4d5e-8e65-1f35c3376708,f9849e28-8603-4950-b480-9613f6c208d7,5822d645-49c8-4564-9e86-f6aa04cb5e62
9a068604-8b58-4c87-87e8-7a389ff5cbd0,Psych,d9238489-4d7c-41c8-b7b0-03ae029fb334,940f59d0-2595-433a-8a93-2b138905a1ad,2d859487-0c4b-4105-a5a1-aed6cbc1a43c,18ef618f-5c42-4088-ab28-d7d6651bf718
b8073af0-dde4-4cf1-bec3-9c1e247d04df,Population Health Center,ae64999b-207f-499f-8c42-1ba08e3fa1e6,940f59d0-2595-433a-8a93-2b138905a1ad,0b654c53-325f-4611-8291-ed6075eb8fb3,9d02e44c-b5e5-425d-9efa-351400c99f27
87a211d0-cc9d-4069-b820-ad04e915b4b2,Midwife Svc,32c5c01f-380d-48c2-ad0a-ba11680313d9,940f59d0-2595-433a-8a93-2b138905a1ad,2cb74eee-baa2-45f0-9515-5b21f92667da,34fef750-4570-4961-a32d-7ed8b2192894
4684af5f-2403-47de-b342-653198347144,Kidney Care Center,f984e8e7-6dbc-4d9b-9d32-07d52094c6e6,940f59d0-2595-433a-8a93-2b138905a1ad,b4281d1e-73ad-44ba-b88d-bcf908709bdc,3db9237c-9939-469d-bf12-d62ab5a19983
2721bcde-7881-4cf3-9e1d-1c1f4d2c4989,Surg,95ca4aed-49af-4860-8e92-f0756ee19713,940f59d0-2595-433a-8a93-2b138905a1ad,58095fc8-97f8-40b7-86ac-ce9482b65611,b6a49911-5597-48f5-82b4-2bf869e5ab7b
529af7e0-cd4c-4a2a-95ca-f32356df61f2,Family Medicine,d8110bcf-28ae-4579-9728-83a6d3c4e5c8,940f59d0-2595-433a-8a93-2b138905a1ad,7f29bc0c-2c59-4590-85d3-4cef95a458fd,316bef00-8dc7-4e48-9e29-3bd91ae3b638
4f0cc773-d1a0-4807-9719-004188341eb4,Women's Health Center,7b8190dd-30a4-4766-b05f-640d60b867a7,940f59d0-2595-433a-8a93-2b138905a1ad,30b089d2-a51a-4dc1-99a3-874a028fab6f,3bc4b9f8-8263-4a78-8050-87bdff555ae5
a33ab6cc-490a-4322-be09-24dd9148cfbd,Pulm,835a0215-f773-442a-9617-450951800122,940f59d0-2595-433a-8a93-2b138905a1ad,01dda7f2-fd45-4997-b43d-94426c3a077b,9f890d09-37ac-4d7d-bf5c-7c2dde74ae04
4ec7cc73-6f46-4e42-8442-a081ed51ad59,Foot & Ankle Center,9860474e-f502-402f-9bbd-0601e7828b77,940f59d0-2595-433a-8a93-2b138905a1ad,fb6e0a4f-2325-4465-8fe5-ecdcebc173c1,f81721d5-de90-479d-b231-468b4e3a4082
44f6785d-ff2d-4a7e-9089-c0cdc1b1d3f9,Anesth Dept,4f1e9080-6764-46b0-ab3e-2853152ef4bc,940f59d0-2595-433a-8a93-2b138905a1ad,4d28a9e8-f945-49e1-9e41-a0819a8776cb,8a68c17b-c11e-45c3-92a5-5f24d592d2ca
33f769d3-9f09-4ac8-a6a0-b5187035e22a,Urology & Kidney Health,6b94ad52-573f-48b9-8265-11352ff4ff16,331ba7b9-ec9a-4f85-be73-34e821154817,3a61b3c4-cd68-4a5b-b9e1-da7e70012c9d,7da9c122-ac2f-4716-9f53-9ccb6f1ad171
519b8039-0ddb-421b-81b7-a543c01bca51,Women's Health Center,9c6e177d-a74b-421e-a63f-436b3d454595,331ba7b9-ec9a-4f85-be73-34e821154817,98657a51-2d9c-4226-8344-c5d7ec8edd39,c9bad80d-4ac0-455b-85ba-13ab6f311406
0d2cab0e-8a97-4208-a915-e4e9539bf9dc,Respiratory Care Services,ffb43b53-9925-43ed-baac-91e5d3870757,331ba7b9-ec9a-4f85-be73-34e821154817,c3e0b788-9bc4-46b2-849a-55b3f188f246,32e9933d-649e-4f3a-a3e7-66b702352cfc
ef3f83a9-7e4e-4a44-825e-6ec2a87cc21b,Uro,1b7a7e81-64c9-462e-9ae5-dd3725d3e9c2,331ba7b9-ec9a-4f85-be73-34e821154817,92741061-ae78-4019-98fb-c11720e0013d,3f162267-318f-4ba9-9ec8-c47825a65b8f
5d167cb0-c6a7-4e70-b5c4-66dbb970bc51,Arthritis & Rheumatism Center,ad933733-8e5b-4567-b555-f8241c28710a,331ba7b9-ec9a-4f85-be73-34e821154817,c75f4eb2-ccc4-43e9-b3fb-632059d3c100,1c28d995-a180-41c2-b756-9b04d5bd5a0b
3bda4743-ef30-4f64-b207-9c40341b82cf,Dental,1445a44a-47a2-43ff-8308-5966344d1f33,331ba7b9-ec9a-4f85-be73-34e821154817,ebe2e91f-c3ed-41ed-9f11-22899e133934,882debde-f346-432e-9aee-be004cfbe8d1
95f2019b-8dfa-418c-b408-2869012ce6db,Family Medicine,96e484f3-a51e-46e0-b296-4cab54e37fab,331ba7b9-ec9a-4f85-be73-34e821154817,b3177095-9c45-4ca8-ac15-69b7f5017995,bd5c59e0-dfe2-4e40-81f4-b82f4100c20e
196fbf12-f6ba-4764-ab5e-c0b54973f769,Anesth Dept,dfffe671-f908-4306-a352-cffd2c5a221d,331ba7b9-ec9a-4f85-be73-34e821154817,97415994-0e57-40b1-b764-16fbfff45db0,ccf196bb-e9f5-43ab-9046-4be1eb4d4085
eb133c4f-3ea4-4940-8bde-2297dac03155,Surg,d6a7ed2a-cae8-4853-91ff-306e9b45cef4,331ba7b9-ec9a-4f85-be73-34e821154817,22c99c3d-d455-4688-9a35-f01ba075a935,8cec313e-6fb3-4afa-ad9e-d7ae0acb56bb
82f4e8cb-fb12-4ff5-b05e-523da0493e43,Rheumatologic,2b7e027e-e0e7-4f8e-b307-a8ebb645bbbe,d0d3b530-ea84-48fe-a5d7-462290559b43,4e78150e-8fa4-4db4-8ddf-f53c5730dff7,7acbf932-e154-419d-bc39-c32a72916b34
8f81e95c-2d8f-4619-bbe7-b468763923ff,Diet & Nutr,7aac1407-0413-4a12-8450-01c49fd38d28,d0d3b530-ea84-48fe-a5d7-462290559b43,51c38eb3-0ef3-4f71-89b1-55f3278d9b3e,e2809a49-7d65-4308-8903-086fceecf0c4
dc7615d5-6f3c-4f19-ad6d-c89aa8cebe32,Digestive Health Center,7ae7a12b-916e-456b-bf8d-2e018a6366ad,d0d3b530-ea84-48fe-a5d7-462290559b43,c6e1e964-de23-43fd-a131-f8b3d93bba3a,1319d512-4c46-49dd-a290-f0f53500c00f
d5e2bc78-d756-4df9-961a-482799f12370,Endocrine,d23e8753-c708-43b6-8c3f-077da4bef4ab,d0d3b530-ea84-48fe-a5d7-462290559b43,c076d1d4-541d-4d4b-aca9-057ecce2d23c,6747424e-52db-4c19-861a-423b2f5a1402
c1fb6d37-21f4-42e0-91f4-98c29855f847,ID,46cfc7ac-e42b-47ba-b612-0098b5873c1e,d0d3b530-ea84-48fe-a5d7-462290559b43,e4e14f83-4380-4a92-9046-6e822bd6ef75,adc446f7-58b7-40fb-9c8b-9032fd88a54b
575be911-f6c8-4753-8895-2c3b3191249e,Tox,b7f6fcce-7b09-4888-a735-30e524da5c71,d0d3b530-ea84-48fe-a5d7-462290559b43,b5a6c8ad-f082-4e1e-a569-47cb4893795f,bab2331e-af79-4372-b397-2e0a0d10f74b
cd915170-0194-49cc-b4a2-33d2a7af2048,Surgical,4b911a13-ad44-4a3f-8e29-f7abce677c6a,d0d3b530-ea84-48fe-a5d7-462290559b43,0dd2ff70-870d-43e3-bbc1-1017b531b938,dde16baa-6199-44e4-95b6-731c3566e2f5
bc469146-f82c-4fa4-b95a-2f005efe2a2e,Derm,f4d11e73-dd6b-4186-964a-8941f5c832d0,8cb54726-1c42-4298-81b5-87059b74c3bd,61978731-21a7-4b02-b35c-cb4ca4e664c9,263d0400-88ac-467d-8446-6000cc4c1717
1de390b2-9df7-4bec-be97-0b2cd5f94f6c,Midwifery & Birth Center,3b30e98f-8a44-4d1d-8983-23b08fb52d6f,8cb54726-1c42-4298-81b5-87059b74c3bd,0adf8c26-2a95-4e2f-a53f-5ce4033951cd,a184a2ec-2c2f-4164-b63f-59177e4ab70a
a983c9c5-b35a-4de0-b825-17d9d489438a,MSK,5d4177df-8499-43a6-9a14-b809ab1ba33e,8cb54726-1c42-4298-81b5-87059b74c3bd,e0df63a6-2189-4a17-82a3-1c4329539943,94108cad-9a92-445a-bbfd-e251b808097d
f4c5d225-b411-4ea6-9331-c434f1e4da44,Medical Imaging,64c4b458-95bf-4fc9-ba23-5dc3fc65b8f3,8cb54726-1c42-4298-81b5-87059b74c3bd,aaf8b0bb-a252-450f-8c86-bcab1f280404,28dff27a-30c6-4647-ba5d-92dc6db8b178
4254e829-eed1-4825-808d-8e9dad647570,Speech Pathology,a16422bd-1364-4c4d-a653-2cc791411326,8cb54726-1c42-4298-81b5-87059b74c3bd,34593eb5-a74e-41ac-924b-2f3f8b015511,412222e8-2e10-41a5-af9f-0c0bf15a4acc
15ba501f-dcd5-4687-a844-6084c2ea22e6,Foot & Ankle Center,9aa63edb-c5bb-4aa4-97af-1711bdc66179,8cb54726-1c42-4298-81b5-87059b74c3bd,dc923747-c37d-4faf-9259-12a11a0800d9,4e3ad80f-e90d-44fb-a986-fd223619551e
76f9a9f4-bfe8-4ece-8389-c250a6b96141,Cardiovascular,25684e7c-6858-4feb-bb4d-0cee60871985,8045d40d-dd35-4451-b927-1b15c4493672,cf8271b9-aa55-49f8-8d45-e6474d4524c3,1af459df-b60b-4aff-9fea-730f0483bea6
5a627738-a242-4c09-b4d9-815a181904e2,Lung & Breathing Center,b37b4c8c-b1d6-4b43-8cb7-17645f28184d,8045d40d-dd35-4451-b927-1b15c4493672,6101da8a-2047-42e1-adfa-574699948a0d,e22c145d-7fcd-40ad-bb1f-a28c8b4b7ac1
b6f84783-87e4-405f-85c4-a1302c264778,Heart Center,4e1f2f1b-6057-4fe2-a544-813a6716ee3f,8045d40d-dd35-4451-b927-1b15c4493672,4a9adee9-2bd0-42b5-ab0d-fc46bb8c5afa,0cc45f9a-ed9e-4e72-a37d-7380d0264783
bf94b1bc-c26c-4b7c-b774-4e2a336947e2,Optometric,6b4797f5-b747-4b78-bca9-807a6812f5d5,8045d40d-dd35-4451-b927-1b15c4493672,e439ac50-aeb9-48ad-bcc4-dd813f83e6a2,41bc7237-fff4-41fe-8e01-111315f33777
d7c1097c-2cae-4776-a53e-73cfeb5ddddf,Onc,8ff9ccd2-385e-4164-b53c-40c6f15ab786,8045d40d-dd35-4451-b927-1b15c4493672,334558c2-e259-46eb-a5cb-9484747a1dd6,3f73c96b-41f9-4476-bf05-837ad197a115
28166a3e-85fc-4231-a3f7-ce4231ca0b3e,Children's Health,f576589d-c19f-4a6e-8a15-b9104b174ad1,8045d40d-dd35-4451-b927-1b15c4493672,46dccd5d-1caa-496e-baf0-ad5f9d4ee95b,a695714f-5f1b-4fff-9c6a-136e46312749
30948d59-d18d-4a82-92a7-4457ce178674,Anesthesia,4c6d9fdb-354f-4780-b638-09f690e8bf24,8045d40d-dd35-4451-b927-1b15c4493672,0fefd882-262e-4221-a05c-d7a82ea728d1,f5fddc69-3d8b-4235-910f-8f667311274d
f24474d4-2ed6-4516-a0f0-94b8c3c56a0e,Uro,cc190e1a-4e9e-49b5-b7ad-3895b609fbd9,8045d40d-dd35-4451-b927-1b15c4493672,1c1e81a9-2846-446e-8ab1-f17d9a4bd1a7,80d8241f-4e4b-41a1-ae21-e8f7defe6dfc
cc4fda81-e245-454a-baa3-a82e25db2b40,ER,92db621c-8a27-449d-9f5c-f6d339da78bd,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,32e0f85a-4038-42cf-bf56-27021dd1af96,842aab1f-f7e9-435b-9701-c3d37f796c6b
4f8da375-a445-40f4-bb64-0cbd9c69e444,Comm Health,a0f49673-8722-403c-8161-71112c374c4e,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,f24b0a2a-33b9-48ae-a194-8541277dee1d,4e9fd040-b468-48d3-beab-9dfd514ae2ef
c0ebb597-e407-4c3a-94e3-ecfa259b9cdd,Psychiatric,adb33b62-1f11-4cf8-9eee-af63fbe14864,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,96cec88a-a2be-4882-b859-36369b9253b0,8a73d028-68a0-4ddb-a338-b9cd6f64d5df
8bfa1023-91ad-4cc8-9f54-4b82219b1044,Elderly Care Services,25f5c382-e3ec-4b48-98e5-68eac867d9c4,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,540ee7fe-0d13-4d96-b6ce-1c9e164da35b,df0540c5-43a5-4a63-b006-9215929b5ca4
fc602538-28b8-42f3-99ee-fe24c6d7d9c8,Hema,f5e73e8f-2f8b-4b41-9ec7-0f048a7988ca,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,ba1ffcd7-2120-4c8a-926c-22c15778118a,984af46c-381c-4e32-b1b3-8bddf7c69c10
f721cc19-937f-4ef8-9c37-92733af7c65f,Reconstructive & Cosmetic Surgery,554f13fe-3b92-4e36-aac6-90910a3643f3,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,bbccbb0d-afd9-45ef-94ec-db1b9bd76d95,a0d83360-2781-4704-9457-3a6962034dbf
f0c75b7d-2bf4-44a5-97c1-9d8317da1452,ENT,e88d9d1d-1e11-475a-8aaa-c20056c21fcd,6a3d28fe-13b4-49a7-b83b-4ae035f929ba,edd02199-9cdb-4db8-b1b0-d61c6d832009,a78a25da-23a4-4649-81ea-e059679b205f
