original_id,duplicate_id,entity_type,variation_type,field_name
dce83f15-92fb-4636-8c0f-e4e7d03a354e,dce83f15-92fb-4636-8c0f-e4e7d03a354e_var1,Person,default_day,birthDate
197841d4-e706-45d2-aa96-e79f1140b40c,197841d4-e706-45d2-aa96-e79f1140b40c_var1,Person,name_swap,personName
2b55c731-3c82-48d1-b38d-b82e48458045,2b55c731-3c82-48d1-b38d-b82e48458045_var1,Person,name_swap,personName
b6d815c8-d385-48f4-b596-a3d91e385e0d,b6d815c8-d385-48f4-b596-a3d91e385e0d_var1,Person,name_swap,personName
110a58a9-2956-4fbf-824e-fe9dbf9de014,110a58a9-2956-4fbf-824e-fe9dbf9de014_var1,Person,name_swap,personName
1ea0f50f-fa57-4379-aaf4-f4d0ac08af2d,1ea0f50f-fa57-4379-aaf4-f4d0ac08af2d_var1,Person,name_swap,personName
1ea0f50f-fa57-4379-aaf4-f4d0ac08af2d,1ea0f50f-fa57-4379-aaf4-f4d0ac08af2d_var1,HealthcarePersonnel,domain_change,email
cf61fbd5-15be-46c0-9bbe-10d2b4a50102,cf61fbd5-15be-46c0-9bbe-10d2b4a50102_var1,Person,name_swap,personName
251ab700-3a4c-44ae-955c-1278a3851afa,251ab700-3a4c-44ae-955c-1278a3851afa_var1,Person,name_swap,personName
25edfea9-269d-43b6-8740-93ac314f7e99,25edfea9-269d-43b6-8740-93ac314f7e99_var1,Person,name_swap,personName
e1432e73-04ef-4ca7-a196-1f7a1d67829c,e1432e73-04ef-4ca7-a196-1f7a1d67829c_var1,Person,name_swap,personName
e1432e73-04ef-4ca7-a196-1f7a1d67829c,e1432e73-04ef-4ca7-a196-1f7a1d67829c_var1,Person,default_day,birthDate
e1432e73-04ef-4ca7-a196-1f7a1d67829c,e1432e73-04ef-4ca7-a196-1f7a1d67829c_var1,HealthcarePersonnel,domain_change,email
9b769e06-e2a2-4acd-9fc6-6db0e7a769d9,9b769e06-e2a2-4acd-9fc6-6db0e7a769d9_var1,Person,name_swap,personName
e8d22880-f829-4d12-a16e-7eef03a4b12b,e8d22880-f829-4d12-a16e-7eef03a4b12b_var1,Person,name_swap,personName
e8d22880-f829-4d12-a16e-7eef03a4b12b,e8d22880-f829-4d12-a16e-7eef03a4b12b_var1,HealthcarePersonnel,domain_change,email
99ebc199-6039-44cf-9eeb-907775714c3b,99ebc199-6039-44cf-9eeb-907775714c3b_var1,Person,name_swap,personName
0344e247-f13e-46d2-8161-fe8753d58c58,0344e247-f13e-46d2-8161-fe8753d58c58_var1,Person,name_swap,personName
aa8c3982-9c2e-41d8-be27-9a25434cbc53,aa8c3982-9c2e-41d8-be27-9a25434cbc53_var1,Person,name_swap,personName
aa8c3982-9c2e-41d8-be27-9a25434cbc53,aa8c3982-9c2e-41d8-be27-9a25434cbc53_var1,Person,default_day,birthDate
8ddfd266-f9af-4c5a-940d-a75165599e5f,8ddfd266-f9af-4c5a-940d-a75165599e5f_var1,Person,name_swap,personName
ddd5517e-f20e-463f-b0ae-75be60986886,ddd5517e-f20e-463f-b0ae-75be60986886_var1,Person,name_swap,personName
ddd5517e-f20e-463f-b0ae-75be60986886,ddd5517e-f20e-463f-b0ae-75be60986886_var1,Person,default_day,birthDate
f351608f-edf4-4529-a57a-9c82aeae8da7,f351608f-edf4-4529-a57a-9c82aeae8da7_var1,Person,name_swap,personName
bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c_var1,Person,name_swap,personName
bd1f8f39-b80e-434b-af89-ee8cf5d9b00c,bd1f8f39-b80e-434b-af89-ee8cf5d9b00c_var1,Person,default_day,birthDate
3f574e77-fac4-4cf7-b119-01c0d48f3f17,3f574e77-fac4-4cf7-b119-01c0d48f3f17_var1,Person,name_swap,personName
3f574e77-fac4-4cf7-b119-01c0d48f3f17,3f574e77-fac4-4cf7-b119-01c0d48f3f17_var1,Person,default_day,birthDate
905edb7d-ba72-4d7a-82c7-f1a69fe9ae14,905edb7d-ba72-4d7a-82c7-f1a69fe9ae14_var1,Person,name_swap,personName
5db94a3b-cd43-45de-8d1d-d7810ed14276,5db94a3b-cd43-45de-8d1d-d7810ed14276_var1,Person,name_swap,personName
b8cd969b-4e7e-4db1-af4c-618d4cd6b614,b8cd969b-4e7e-4db1-af4c-618d4cd6b614_var1,Person,name_swap,personName
da110afa-372e-43be-bf86-e9fd5f0f52f4,da110afa-372e-43be-bf86-e9fd5f0f52f4_var1,Person,name_swap,personName
e159eeab-6b52-4058-ba7f-e1b30140a718,e159eeab-6b52-4058-ba7f-e1b30140a718_var1,Person,name_swap,personName
e159eeab-6b52-4058-ba7f-e1b30140a718,e159eeab-6b52-4058-ba7f-e1b30140a718_var1,Person,default_day,birthDate
442f4f75-7f76-4e05-abd3-3f5acd13b341,442f4f75-7f76-4e05-abd3-3f5acd13b341_var1,Person,name_swap,personName
01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a,01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a_var1,Person,name_swap,personName
01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a,01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a_var1,Person,default_day,birthDate
01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a,01bbb7e2-7f69-4d8f-a4b4-da1c3899c22a_var1,HealthcarePersonnel,domain_change,email
dd978cd2-3016-4e5b-b3eb-3cf4d96bab49,dd978cd2-3016-4e5b-b3eb-3cf4d96bab49_var1,Person,name_swap,personName
a5668aa9-3a36-4ac0-96f4-cebc0a2682bb,a5668aa9-3a36-4ac0-96f4-cebc0a2682bb_var1,Person,name_swap,personName
a5668aa9-3a36-4ac0-96f4-cebc0a2682bb,a5668aa9-3a36-4ac0-96f4-cebc0a2682bb_var1,Person,default_day,birthDate
b1c519ff-64b2-407c-8d15-e4a488fa964a,b1c519ff-64b2-407c-8d15-e4a488fa964a_var1,Person,name_swap,personName
bb8922a8-18f6-49be-a17f-8abb5f351b27,bb8922a8-18f6-49be-a17f-8abb5f351b27_var1,Person,name_swap,personName
bb8922a8-18f6-49be-a17f-8abb5f351b27,bb8922a8-18f6-49be-a17f-8abb5f351b27_var1,Person,default_day,birthDate
a2078258-1cd4-4456-bcd1-d4ae922536cc,a2078258-1cd4-4456-bcd1-d4ae922536cc_var1,Person,name_swap,personName
0fa17fff-2c35-47d1-b1b6-d2813ecfb74d,0fa17fff-2c35-47d1-b1b6-d2813ecfb74d_var1,Person,name_swap,personName
6ad1a21e-92e8-46af-a2b2-af7edcb44323,6ad1a21e-92e8-46af-a2b2-af7edcb44323_var1,Person,name_swap,personName
01f3fa0f-c501-4c5b-a7bf-d28e8664a162,01f3fa0f-c501-4c5b-a7bf-d28e8664a162_var1,Person,name_swap,personName
82e02823-b040-43a1-8a90-fbbbc72d2b32,82e02823-b040-43a1-8a90-fbbbc72d2b32_var1,Person,name_swap,personName
c26b8d54-23fe-4872-a3d5-ef9e980832ad,c26b8d54-23fe-4872-a3d5-ef9e980832ad_var1,Person,name_swap,personName
c26b8d54-23fe-4872-a3d5-ef9e980832ad,c26b8d54-23fe-4872-a3d5-ef9e980832ad_var1,Person,default_day,birthDate
9af6b0ff-5326-4844-ba6c-b906ea4e5a2c,9af6b0ff-5326-4844-ba6c-b906ea4e5a2c_var1,Person,name_swap,personName
5b175f71-a915-495e-a94d-655f5817d340,5b175f71-a915-495e-a94d-655f5817d340_var1,Person,name_swap,personName
5b175f71-a915-495e-a94d-655f5817d340,5b175f71-a915-495e-a94d-655f5817d340_var1,HealthcarePersonnel,domain_change,email
029c62df-f5cb-4a79-8789-03e9231edbc7,029c62df-f5cb-4a79-8789-03e9231edbc7_var1,Person,name_swap,personName
cb658530-3c41-4398-8d40-6839532bf37f,cb658530-3c41-4398-8d40-6839532bf37f_var1,Person,name_swap,personName
3ec93645-8bcc-480f-928b-1966010e6b8e,3ec93645-8bcc-480f-928b-1966010e6b8e_var1,Person,name_swap,personName
0e95e99d-718f-4ac3-a94e-0a7a69005272,0e95e99d-718f-4ac3-a94e-0a7a69005272_var1,Person,name_swap,personName
53158ee1-c988-4413-9d23-70bb9d1ef275,53158ee1-c988-4413-9d23-70bb9d1ef275_var1,Person,name_swap,personName
543b8330-24ab-44a8-b0a7-7e146168b093,543b8330-24ab-44a8-b0a7-7e146168b093_var1,Person,name_swap,personName
543b8330-24ab-44a8-b0a7-7e146168b093,543b8330-24ab-44a8-b0a7-7e146168b093_var1,Person,default_day,birthDate
461e98a2-8727-4485-acb4-8273df686f17,461e98a2-8727-4485-acb4-8273df686f17_var1,Person,name_swap,personName
7a1960df-dd89-4848-a40c-7fd7616f54d5,7a1960df-dd89-4848-a40c-7fd7616f54d5_var1,Person,name_swap,personName
d75d9659-2079-45e3-9329-393d9d73cbef,d75d9659-2079-45e3-9329-393d9d73cbef_var1,Person,name_swap,personName
f82e4074-f122-4a5f-83ab-743662a40ba2,f82e4074-f122-4a5f-83ab-743662a40ba2_var1,Person,name_swap,personName
5d0b2467-2a94-470c-a415-39213f607de4,5d0b2467-2a94-470c-a415-39213f607de4_var1,Person,name_swap,personName
5d0b2467-2a94-470c-a415-39213f607de4,5d0b2467-2a94-470c-a415-39213f607de4_var1,Person,default_day,birthDate
5d0b2467-2a94-470c-a415-39213f607de4,5d0b2467-2a94-470c-a415-39213f607de4_var1,HealthcarePersonnel,domain_change,email
071afe4a-cb6e-45e8-88bf-8fc4ddc94bc1,071afe4a-cb6e-45e8-88bf-8fc4ddc94bc1_var1,Person,name_swap,personName
071afe4a-cb6e-45e8-88bf-8fc4ddc94bc1,071afe4a-cb6e-45e8-88bf-8fc4ddc94bc1_var1,Person,default_day,birthDate
9ec07e3b-caf6-4a62-af63-e4ccb39ab50f,9ec07e3b-caf6-4a62-af63-e4ccb39ab50f_var1,Person,name_swap,personName
9ec07e3b-caf6-4a62-af63-e4ccb39ab50f,9ec07e3b-caf6-4a62-af63-e4ccb39ab50f_var1,Person,default_day,birthDate
1f68497c-8199-4b6f-9590-1aedc7adbcb1,1f68497c-8199-4b6f-9590-1aedc7adbcb1_var1,Person,name_swap,personName
b3f0522f-e46c-4ba3-8788-b2ce90bbb07f,b3f0522f-e46c-4ba3-8788-b2ce90bbb07f_var1,Person,name_swap,personName
b3f0522f-e46c-4ba3-8788-b2ce90bbb07f,b3f0522f-e46c-4ba3-8788-b2ce90bbb07f_var1,Person,default_day,birthDate
3fe60c84-9615-4be9-9b69-8ec79fa25586,3fe60c84-9615-4be9-9b69-8ec79fa25586_var1,Person,name_swap,personName
4a2fa7e2-9cb7-4783-b265-7763fd2cf8f2,4a2fa7e2-9cb7-4783-b265-7763fd2cf8f2_var1,Person,name_swap,personName
de415380-07c5-4156-ad68-e33b52c28839,de415380-07c5-4156-ad68-e33b52c28839_var1,Person,name_swap,personName
de415380-07c5-4156-ad68-e33b52c28839,de415380-07c5-4156-ad68-e33b52c28839_var1,Person,default_day,birthDate
de415380-07c5-4156-ad68-e33b52c28839,de415380-07c5-4156-ad68-e33b52c28839_var1,HealthcarePersonnel,domain_change,email
55fc6343-0fc3-42c9-adc1-6475fcaddb4c,55fc6343-0fc3-42c9-adc1-6475fcaddb4c_var1,Person,name_swap,personName
699b1daf-498e-4e8a-bf1b-12afbd0a52cb,699b1daf-498e-4e8a-bf1b-12afbd0a52cb_var1,Person,name_swap,personName
408e1b98-82da-4e1d-9995-ab9b9715dd88,408e1b98-82da-4e1d-9995-ab9b9715dd88_var1,Person,name_swap,personName
408e1b98-82da-4e1d-9995-ab9b9715dd88,408e1b98-82da-4e1d-9995-ab9b9715dd88_var1,Person,default_day,birthDate
589d431a-01de-4868-8827-7859bd025676,589d431a-01de-4868-8827-7859bd025676_var1,Person,name_swap,personName
0eeae85f-650b-4629-8b34-6925128c8b2b,0eeae85f-650b-4629-8b34-6925128c8b2b_var1,Person,name_swap,personName
aeeaecc6-5d0e-45c6-bb78-8475dab494b0,aeeaecc6-5d0e-45c6-bb78-8475dab494b0_var1,Person,name_swap,personName
e56d6c41-0f55-4626-ac86-08cf6dc0b90e,e56d6c41-0f55-4626-ac86-08cf6dc0b90e_var1,Person,name_swap,personName
e56d6c41-0f55-4626-ac86-08cf6dc0b90e,e56d6c41-0f55-4626-ac86-08cf6dc0b90e_var1,Person,default_day,birthDate
faf509af-d334-4b74-a5d0-ed96cae2053e,faf509af-d334-4b74-a5d0-ed96cae2053e_var1,Person,name_swap,personName
b3a97280-a27f-4e23-aafc-fb1895b57021,b3a97280-a27f-4e23-aafc-fb1895b57021_var1,Person,name_swap,personName
28df7ec7-7ddc-4399-8223-ffa295e31d99,28df7ec7-7ddc-4399-8223-ffa295e31d99_var1,Person,name_swap,personName
097b2105-ee3c-463d-a997-4088ba3124df,097b2105-ee3c-463d-a997-4088ba3124df_var1,Person,name_swap,personName
eb91da1a-a4e5-47e7-9526-d2fced9ac510,eb91da1a-a4e5-47e7-9526-d2fced9ac510_var1,Person,name_swap,personName
b5c2fec9-e3d3-419a-9a1d-75c56fcc0c18,b5c2fec9-e3d3-419a-9a1d-75c56fcc0c18_var1,Person,name_swap,personName
02f6ef8e-f8a8-470e-80fc-4c999150b640,02f6ef8e-f8a8-470e-80fc-4c999150b640_var1,Person,name_swap,personName
02f6ef8e-f8a8-470e-80fc-4c999150b640,02f6ef8e-f8a8-470e-80fc-4c999150b640_var1,HealthcarePersonnel,domain_change,email
a85e8694-63e5-4888-b40d-d17796417f0c,a85e8694-63e5-4888-b40d-d17796417f0c_var1,Person,name_swap,personName
42451cc8-12b5-4dba-90a7-12766721a7de,42451cc8-12b5-4dba-90a7-12766721a7de_var1,Person,name_swap,personName
42451cc8-12b5-4dba-90a7-12766721a7de,42451cc8-12b5-4dba-90a7-12766721a7de_var1,Person,default_day,birthDate
2b4f425e-335a-4391-9fa7-d303663257fc,2b4f425e-335a-4391-9fa7-d303663257fc_var1,Person,name_swap,personName
6481c434-6fd0-438e-bfbf-f0ff704530ad,6481c434-6fd0-438e-bfbf-f0ff704530ad_var1,Person,name_swap,personName
81abda59-e980-4615-beaf-c6c521dba421,81abda59-e980-4615-beaf-c6c521dba421_var1,Person,name_swap,personName
774079fc-ca49-4e99-aae8-90c9f8765eb8,774079fc-ca49-4e99-aae8-90c9f8765eb8_var1,Person,name_swap,personName
774079fc-ca49-4e99-aae8-90c9f8765eb8,774079fc-ca49-4e99-aae8-90c9f8765eb8_var1,Person,default_day,birthDate
74e06758-7990-460f-90d3-bd995ad7b4e2,74e06758-7990-460f-90d3-bd995ad7b4e2_var1,Person,name_swap,personName
ff6bec97-8ad0-4b51-861c-c922740ef505,ff6bec97-8ad0-4b51-861c-c922740ef505_var1,Person,name_swap,personName
ff6bec97-8ad0-4b51-861c-c922740ef505,ff6bec97-8ad0-4b51-861c-c922740ef505_var1,Person,default_day,birthDate
22087f22-f9b7-471d-893a-650bc41cfce6,22087f22-f9b7-471d-893a-650bc41cfce6_var1,Person,name_swap,personName
e02856bd-992c-4bc2-9a7a-d04f22d21847,e02856bd-992c-4bc2-9a7a-d04f22d21847_var1,Person,name_swap,personName
e02856bd-992c-4bc2-9a7a-d04f22d21847,e02856bd-992c-4bc2-9a7a-d04f22d21847_var1,HealthcarePersonnel,domain_change,email
1797ce99-3847-4bac-8acd-bea381b8190d,1797ce99-3847-4bac-8acd-bea381b8190d_var1,Person,name_swap,personName
336287c5-6717-40f2-8169-460f6224e485,336287c5-6717-40f2-8169-460f6224e485_var1,Person,name_swap,personName
9a2d00f6-c804-45c3-8bfa-c49f543c0f0a,9a2d00f6-c804-45c3-8bfa-c49f543c0f0a_var1,Person,name_swap,personName
9a2d00f6-c804-45c3-8bfa-c49f543c0f0a,9a2d00f6-c804-45c3-8bfa-c49f543c0f0a_var1,Person,default_day,birthDate
701b9ea6-b889-46c7-9221-8a431f15b76d,701b9ea6-b889-46c7-9221-8a431f15b76d_var1,Person,name_swap,personName
701b9ea6-b889-46c7-9221-8a431f15b76d,701b9ea6-b889-46c7-9221-8a431f15b76d_var1,Person,default_day,birthDate
598d5ca2-c485-409c-94f6-04c92ccd2ac3,598d5ca2-c485-409c-94f6-04c92ccd2ac3_var1,Person,name_swap,personName
b1d8c383-1272-492c-b64c-dfba05915bf5,b1d8c383-1272-492c-b64c-dfba05915bf5_var1,Person,name_swap,personName
b1d8c383-1272-492c-b64c-dfba05915bf5,b1d8c383-1272-492c-b64c-dfba05915bf5_var1,Person,default_day,birthDate
b1d8c383-1272-492c-b64c-dfba05915bf5,b1d8c383-1272-492c-b64c-dfba05915bf5_var1,HealthcarePersonnel,domain_change,email
9f0eb872-f6df-4fe1-98b1-11e2f638c36c,9f0eb872-f6df-4fe1-98b1-11e2f638c36c_var1,Person,name_swap,personName
a2501f76-f80a-4fd2-9d87-56b2a63d256f,a2501f76-f80a-4fd2-9d87-56b2a63d256f_var1,Person,name_swap,personName
cddcd25d-c4fa-462b-af97-d21b8b2172ba,cddcd25d-c4fa-462b-af97-d21b8b2172ba_var1,Person,name_swap,personName
00295d34-b264-43d5-990e-b9ee9478c1d4,00295d34-b264-43d5-990e-b9ee9478c1d4_var1,Person,name_swap,personName
5005341f-82ac-4ab4-9139-2323dc01d5dc,5005341f-82ac-4ab4-9139-2323dc01d5dc_var1,Person,name_swap,personName
6db9a07d-f696-499e-a2e4-e6b8749d6142,6db9a07d-f696-499e-a2e4-e6b8749d6142_var1,Person,name_swap,personName
6db9a07d-f696-499e-a2e4-e6b8749d6142,6db9a07d-f696-499e-a2e4-e6b8749d6142_var1,Person,default_day,birthDate
8a94c42a-1422-4866-b3c7-b6d42f0a6c4b,8a94c42a-1422-4866-b3c7-b6d42f0a6c4b_var1,Person,name_swap,personName
47b5d136-7d58-4ed7-af8b-70f9fdc1b956,47b5d136-7d58-4ed7-af8b-70f9fdc1b956_var1,Person,name_swap,personName
65fdb2b9-769e-4627-950c-d5de312ad634,65fdb2b9-769e-4627-950c-d5de312ad634_var1,Person,name_swap,personName
9448d0c6-783c-493d-8f98-0c5211fc637a,9448d0c6-783c-493d-8f98-0c5211fc637a_var1,Person,name_swap,personName
9448d0c6-783c-493d-8f98-0c5211fc637a,9448d0c6-783c-493d-8f98-0c5211fc637a_var1,HealthcarePersonnel,domain_change,email
aabd201a-cc97-4c86-b862-9d147432e559,aabd201a-cc97-4c86-b862-9d147432e559_var1,Person,name_swap,personName
aabd201a-cc97-4c86-b862-9d147432e559,aabd201a-cc97-4c86-b862-9d147432e559_var1,Person,default_day,birthDate
aabd201a-cc97-4c86-b862-9d147432e559,aabd201a-cc97-4c86-b862-9d147432e559_var1,HealthcarePersonnel,domain_change,email
20fd8edf-a20e-42ab-a504-458552b1540d,20fd8edf-a20e-42ab-a504-458552b1540d_var1,Person,name_swap,personName
20fd8edf-a20e-42ab-a504-458552b1540d,20fd8edf-a20e-42ab-a504-458552b1540d_var1,Person,default_day,birthDate
8ed7b50b-803a-4f07-89f4-19108c12277f,8ed7b50b-803a-4f07-89f4-19108c12277f_var1,Person,name_swap,personName
86c18cb5-7178-4318-9a9f-0e2610baea09,86c18cb5-7178-4318-9a9f-0e2610baea09_var1,Person,name_swap,personName
12de4d01-bd35-4f16-91f2-2cad309cb6d4,12de4d01-bd35-4f16-91f2-2cad309cb6d4_var1,Person,name_swap,personName
9268ab5e-e8ad-4355-86e3-5301abde06de,9268ab5e-e8ad-4355-86e3-5301abde06de_var1,Person,name_swap,personName
9268ab5e-e8ad-4355-86e3-5301abde06de,9268ab5e-e8ad-4355-86e3-5301abde06de_var1,Person,default_day,birthDate
e6780b82-b5a4-478a-afb2-5de07c145959,e6780b82-b5a4-478a-afb2-5de07c145959_var1,Person,name_swap,personName
e6780b82-b5a4-478a-afb2-5de07c145959,e6780b82-b5a4-478a-afb2-5de07c145959_var1,Person,default_day,birthDate
14afc8c6-5e8d-499c-bcc3-aee3c4488572,14afc8c6-5e8d-499c-bcc3-aee3c4488572_var1,Person,name_swap,personName
60c50be5-3980-41ec-b286-5561dffe77d3,60c50be5-3980-41ec-b286-5561dffe77d3_var1,Person,name_swap,personName
69398f81-4eb9-4d62-8b81-e00fb6e2bc47,69398f81-4eb9-4d62-8b81-e00fb6e2bc47_var1,Person,name_swap,personName
69398f81-4eb9-4d62-8b81-e00fb6e2bc47,69398f81-4eb9-4d62-8b81-e00fb6e2bc47_var1,Person,default_day,birthDate
b54fe223-48bb-4b21-a9df-256930f2c3c5,b54fe223-48bb-4b21-a9df-256930f2c3c5_var1,Person,name_swap,personName
b54fe223-48bb-4b21-a9df-256930f2c3c5,b54fe223-48bb-4b21-a9df-256930f2c3c5_var1,HealthcarePersonnel,domain_change,email
7d18cd7a-a45d-4f73-928b-dddb6f0b0ffc,7d18cd7a-a45d-4f73-928b-dddb6f0b0ffc_var1,Person,name_swap,personName
72ce4878-4975-4699-a77b-4418ba1c28c1,72ce4878-4975-4699-a77b-4418ba1c28c1_var1,Person,name_swap,personName
72ce4878-4975-4699-a77b-4418ba1c28c1,72ce4878-4975-4699-a77b-4418ba1c28c1_var1,Person,default_day,birthDate
e8515c2f-4b01-4a70-a018-ffc80d9e5607,e8515c2f-4b01-4a70-a018-ffc80d9e5607_var1,Person,name_swap,personName
a5190d02-2d0b-487f-9320-cceb01007f9b,a5190d02-2d0b-487f-9320-cceb01007f9b_var1,Person,name_swap,personName
52b46ef2-1290-4a3a-9a2b-80218a0f9093,52b46ef2-1290-4a3a-9a2b-80218a0f9093_var1,Person,name_swap,personName
5e5f7e30-8a02-414a-895a-c5929f97a615,5e5f7e30-8a02-414a-895a-c5929f97a615_var1,Person,name_swap,personName
7d02b185-ceb7-4271-8277-22d2bff687ab,7d02b185-ceb7-4271-8277-22d2bff687ab_var1,Person,name_swap,personName
7d02b185-ceb7-4271-8277-22d2bff687ab,7d02b185-ceb7-4271-8277-22d2bff687ab_var1,HealthcarePersonnel,domain_change,email
bd84ac7c-068c-4375-9fac-a4a1d8fa61f9,bd84ac7c-068c-4375-9fac-a4a1d8fa61f9_var1,Person,name_swap,personName
656d0178-c5fb-4227-87e5-326e7c339565,656d0178-c5fb-4227-87e5-326e7c339565_var1,Person,name_swap,personName
48d988a1-e8e3-4274-b7e0-d5717085dbbc,48d988a1-e8e3-4274-b7e0-d5717085dbbc_var1,Person,name_swap,personName
c5110450-1a4c-41e9-98ad-bd400497f2c6,c5110450-1a4c-41e9-98ad-bd400497f2c6_var1,Person,name_swap,personName
1fc209f7-ad98-4793-8165-eb7499a7638c,1fc209f7-ad98-4793-8165-eb7499a7638c_var1,Person,name_swap,personName
1fc209f7-ad98-4793-8165-eb7499a7638c,1fc209f7-ad98-4793-8165-eb7499a7638c_var1,HealthcarePersonnel,domain_change,email
a28ab605-5dbd-4c9a-8175-47886d7f362d,a28ab605-5dbd-4c9a-8175-47886d7f362d_var1,Person,name_swap,personName
c8f37321-336e-4a9c-9ffb-1b7c2b484f0c,c8f37321-336e-4a9c-9ffb-1b7c2b484f0c_var1,Person,name_swap,personName
c8f37321-336e-4a9c-9ffb-1b7c2b484f0c,c8f37321-336e-4a9c-9ffb-1b7c2b484f0c_var1,HealthcarePersonnel,domain_change,email
872296c7-87c2-415d-8c35-6c8374003a2e,872296c7-87c2-415d-8c35-6c8374003a2e_var1,Person,name_swap,personName
2db32813-0888-48b9-bc23-e8aa9df1ec81,2db32813-0888-48b9-bc23-e8aa9df1ec81_var1,Person,name_swap,personName
cd8b061c-3c68-4a3e-b26d-a92178c632f4,cd8b061c-3c68-4a3e-b26d-a92178c632f4_var1,Person,name_swap,personName
b3aae80a-8215-4c65-af96-4166e821351b,b3aae80a-8215-4c65-af96-4166e821351b_var1,Person,name_swap,personName
b3aae80a-8215-4c65-af96-4166e821351b,b3aae80a-8215-4c65-af96-4166e821351b_var1,Person,default_day,birthDate
0383ee73-aac5-4626-a45e-e216f31564a2,0383ee73-aac5-4626-a45e-e216f31564a2_var1,Person,name_swap,personName
7a4928ed-2ee8-45df-9f61-a8a2997655ee,7a4928ed-2ee8-45df-9f61-a8a2997655ee_var1,Person,name_swap,personName
3d39e629-00c5-4049-9cf9-dc02e46d4b78,3d39e629-00c5-4049-9cf9-dc02e46d4b78_var1,Person,name_swap,personName
3d39e629-00c5-4049-9cf9-dc02e46d4b78,3d39e629-00c5-4049-9cf9-dc02e46d4b78_var1,HealthcarePersonnel,domain_change,email
86615a3e-a11d-4922-83cb-7a8d4bb10dc9,86615a3e-a11d-4922-83cb-7a8d4bb10dc9_var1,Person,name_swap,personName
86615a3e-a11d-4922-83cb-7a8d4bb10dc9,86615a3e-a11d-4922-83cb-7a8d4bb10dc9_var1,Person,default_day,birthDate
99ecd0c4-8422-4dc4-a19e-8e35e6a600ff,99ecd0c4-8422-4dc4-a19e-8e35e6a600ff_var1,Person,name_swap,personName
