identifier,healthcareOrganizationName,address,contactPoint,anchor
a2c8cfff-5977-4335-8044-4dd3f2017e49,,bb2d54ae-0603-4f36-a1d3-c9dc97504328,5d838847-f37f-4126-bbc5-257c928af969,f172840f-3e19-40ba-ae09-ccfba3dee81f
4520ab7c-992a-42fa-b66e-f626af3a58b0,,6dc00c46-d2f0-4899-a025-43082ce470a2,56f8a486-e06e-46b7-a7b8-5cc1c3c571ad,52526d45-9c68-4df1-8a51-5e8746ba6855
26f46890-0379-492e-b0fd-1ae0899c0f43,,1977fa9d-2f09-4f02-9fc9-ca9cf7decfe3,5874e070-3946-4d33-b966-40a43665c97f,a0c30ce9-57ac-49f2-a887-a3a9e63317c3
5ca906b0-7234-40a6-b877-ddb6bb46aee3,,7b8abd74-d863-4b61-b05b-a211bad88510,b53fcf47-0757-4ff3-8930-87516aed87c4,8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc
4c6eb9ce-d42d-41c3-a665-48381493223a,,86f70fbb-af7e-40e1-964d-2ac6bc7def36,beefc451-fd98-4893-adab-681d179fbb79,d4e4004b-9bde-499d-9a28-6b7a4d6d99a6
748ff63a-72f6-447d-bc14-f6b76ec3ae3c,,6e260681-a0fa-4770-a87d-3cb352788180,24f85b0e-611e-41a2-9c4b-cb40fe1a40aa,f2684ee1-5ad8-412d-bee1-a2a3024bfe48
11bba09a-4488-4d58-a39b-a346c6c23b67,,98644a21-15d4-4227-a808-2e336e9b196a,c3499544-f540-41b7-8438-d3fc36af4390,1ee1723b-4a96-46a4-a752-41027acf6bcc
bae1c1ee-d66c-4a95-8ff8-0907f8e41ad6,,a8d5a76e-bc3a-4a82-a2bb-b1b69a4a7aa1,2af3e6ed-842a-42c9-ad2b-897fe5014963,062d7f7a-45da-41f3-9a7e-256db6ffe12c
c8545b40-126e-4261-99f5-29b5ebc2ebde,,bcce320e-dbcc-492d-a3db-d8cf80ff3d0d,bdc6dd13-3c23-4a84-aba2-ccc40385da8b,40d2d16f-3db6-42f4-adf2-fc823956fba9
46c8556e-e0d5-430d-bce3-1f71a2892204,,cedc1d7a-6062-4b2c-8b30-39f69d7bc946,b58f095e-1550-4339-89e0-484ed649ad52,da98da57-166a-4fc4-b513-198c67f8ab57
