identifier,healthcareOrganizationName,address,contactPoint
6b35da2c-0446-4ea7-8abf-5c57c5795b58,Russell Ltd Zorg,97e27d7a-9c36-4f6d-9121-9f59df240ae5,07b0f900-0154-4c1e-820f-edb80ae9e2e6
41b11180-65de-4f1a-ad26-904840131e33,"Hardy, Welch and Mccall Zorg",ce307195-a2fb-4221-9cb4-7e14bbda98aa,de5dd6f9-aaba-43a8-83c9-2eaa99919b34
11124406-6e30-41ba-8ed0-081835d2cfcb,King-Mitchell Tervisekeskus,50abc451-9af1-4456-8034-dca41eb62178,eff2091a-7ffc-4eea-85f7-e0d1838bc6ab
13f60dff-788a-4a15-bd58-bb0206e80047,Dalton-Hendrix Zorg,50ce44f4-7f42-45af-af1a-030cfba98e75,409b0a7a-d866-4735-b4a6-1316c851c1df
ccc6315b-4a97-476d-9ce5-adf75264c9a6,Macias LLC Tervisekeskus,eb8313a8-5b53-4d42-8d6e-758b14b92ea4,19c613ba-e1bd-4bab-9a6e-9ef754700834
b6870e20-1450-42ed-bda1-04bcf565e82a,Moore-Herrera Zorg,38168876-cda5-40a0-9700-fb19b473e514,2c97f169-516b-44ed-baaa-fc6c71daae43
23d8c480-0e67-487c-8f12-7621756ab870,"Taylor, Taylor and Morse Tervisekeskus",7c113797-76bf-4a9b-a41d-257116d91fc5,67706bef-d5be-4022-9ea7-0756a1d577a4
748fd139-0c6d-43b7-9c14-1ab52c8aee2d,Hamilton-Ward Gesundheitszentrum,c3c02b36-ea72-4bf4-a02a-ae6410afa961,330760dc-224c-45db-9286-369e1eff1078
5e3fafbf-fc06-43de-adb3-a8a79e9e44c5,Murillo Group Zorg,567ffb07-cbc9-4874-9bb3-aa4c5147a3fa,d83dd24b-bcd8-44e4-b8d0-56c18506b30c
7a31daf1-2dcb-410e-b7a1-5f3beb5dc17d,Rojas-Perry Tervisekeskus,e2cd8130-01e1-4d8c-91a7-859b39147d0e,a2d9281b-9433-4bb0-903b-a901337faf64
9b73b023-3402-447a-85b3-a01ee4146592,"Bond, Stanley and Martinez Zorg",29efcdfc-8199-4dc5-9748-8a7680aaf97e,2f06771e-f7f6-4599-af1c-1ff43f848dfc
fa679a04-2b44-47a2-94e1-b6c1584957f2,Curry and Sons Gesundheitszentrum,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,ecb501ee-2d8c-47e1-a158-3621b79f3b37
88c15972-ec73-4312-90a5-8c1fdeaf5252,"Cooke, Morgan and Manning Tervisekeskus",bc0f91ee-2428-44fd-9b3d-663628e1a8af,ca907b30-114e-40da-b17b-08aedeb5b9e5
b9f15b79-2d53-413c-a9a9-464bcd024ec0,"Jackson, Miller and Allen Gesundheitszentrum",fba435db-5c0d-4feb-8fc5-7f7beed5c0da,b7b52ef6-e781-471b-bd62-91167a764f13
f57b6006-dfc0-493b-8c60-a98b9bbab50a,"Lutz, Carey and Grimes Zorg",417358fd-cfc3-4c95-8d42-c15027836433,d2e922b3-e80a-4294-b3cf-eea6aac41158
03b62dc0-b927-4e07-89d1-887e5a23c2f2,"Lopez, Vasquez and Barrett Gesundheitszentrum",0c7c9761-a617-4e49-844e-c9a812c19b82,fdf3aece-bd9a-424e-932b-99a54a789a0e
8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc_var1,HV Tervisekeskus,68fc642a-f6f2-4926-8e60-678b82f4b48a,9870c707-955f-4c33-8142-424925cc2478
084fa819-052d-4ad3-a6c0-0984c734bb05_var1,BD Zorg,cf5e9ea3-6258-4ab3-a877-7babc5c14262,d476fe38-babd-4745-897e-9f1a3d2bf042
a3289b58-a62f-45c2-b0cc-8eec3b3fd363_var2,"Ruslsell, Farley and Gonzalez Tervisekeskus",22e7ee59-1414-4ca8-b455-f1f64574a37e,a892d63b-89ae-4616-99f8-8a690466ed6b
a5e3a719-6bf5-4dfd-94a8-762b2b12c92c_var1,LKM Zorg,e32866d3-0d6a-48b0-beda-9ab9bec60ffe,11035083-fa99-4f9b-86de-3365d8a230de
51783032-8066-449b-b1d7-92a07d25cefb_var1,JLLC Gesundheitszentrum,eb83af16-e404-4808-bfc1-8c00dc0520a4,85e74250-92f0-48b8-a269-62278513d91e
88c15972-ec73-4312-90a5-8c1fdeaf5252_var2,"Cooke, Morgan and Mannng Tervisekeskus",bc0f91ee-2428-44fd-9b3d-663628e1a8af,ca907b30-114e-40da-b17b-08aedeb5b9e5
a94501d7-f9d0-4163-9ef1-274a13801f25_var2,Jakson LLC Zorg,cda840fd-4adb-4798-839d-60ba9c993735,dd7516f5-58aa-4383-8dff-06d28340fed5
6f5714d7-a0be-4a1c-802b-2f928dc57bd9_var1,KL Tervisekeskus,7d87d793-1170-4ee3-b43b-4fb0912d791d,8dcfb198-f0e5-4f30-abfa-4f2cb1886048
3665b6a5-634d-4412-816a-5ea8618a4763_var1,HWW Zorg,daa6b26a-e30d-44fd-b58c-1e9f2a0b2040,8d3ac4b9-2fb0-4074-a532-3fd3c9f35bf8
0b5aafef-85a1-482a-8761-585b4168705a_var2,Williamn-Williams Zorg,56525ce0-3725-4d0c-b9c4-5c38b440ffe0,01d34690-a795-4c54-8a30-f7cd00fdec23
4124405b-91fc-4e88-81c1-6e984d6cd782_var1,RM Tervisekeskus,03e9ba02-4cea-4df0-8a66-dc4e21681081,f7f60e7f-75f2-4c20-a7f5-195cde62d43f
19724ce3-1bd0-4448-aa2b-32004c9a0ae1_var1,BLLC Tervisekeskus,2da44da1-89b5-4368-9f14-c6125f58d5b5,555a4085-4578-4ab3-a6a9-74652371ea2c
857d114b-4b91-4be8-bea4-ca6a33423b60_var1,TG Gesundheitszentrum,d35f581e-3648-431f-ae9e-8d0384983111,d5ff7894-46ac-4201-9ab1-874e17668e8a
6b35da2c-0446-4ea7-8abf-5c57c5795b58_var2,Russnell Ltd Zorg,97e27d7a-9c36-4f6d-9121-9f59df240ae5,07b0f900-0154-4c1e-820f-edb80ae9e2e6
3e70f16a-5548-4822-9e1b-372ad3fbf47a_var1,FH Gesundheitszentrum,d4713d60-c8a7-4639-ab11-67b367a9c378,23a7711a-8133-4876-b7eb-dcd9e87a1613
fa679a04-2b44-47a2-94e1-b6c1584957f2_var1,CS Gesundheitszentrum,d6fdf516-6b1a-47c6-a3ed-6d79186f4ef1,ecb501ee-2d8c-47e1-a158-3621b79f3b37
748fd139-0c6d-43b7-9c14-1ab52c8aee2d_var1,HW Gesundheitszentrum,c3c02b36-ea72-4bf4-a02a-ae6410afa961,330760dc-224c-45db-9286-369e1eff1078
ed3032ed-824c-4948-b474-b1a4f2684ee1_var1,BHB Tervisekeskus,64aba3f6-7a65-4abe-9188-afa1f660ffd5,241d3e27-4bf4-4e10-9c62-2f82d0813d92
feeac13d-5813-42c2-a33e-383454e27ea6_var2,"Brennna, Wilson and Lawson Gesundheitszentrum",62b22fd5-51c6-42e4-af48-744f7abc9f0b,2449213a-c2fa-4184-a232-4672f64e8f4a
4306dd16-a5b4-46b4-8d03-7e583ca58162_var1,TL Zorg,63f6ed2d-6865-4c4d-a322-e658410223b4,97b19d4f-16d2-4a67-86b1-b41f3659333f
