identifier,serviceDepartmentName,address,isPartOf,contactPoint,country
7bdb91e8-2240-43af-8a94-a188dd654cb0,Speech Pathology,0f42b4b1-ce65-4801-a2a6-8f3ae05b8cd1,2376d176-ae52-41df-b5a3-cb264ce2d5f0,0fe385da-32aa-4914-9e0d-50b3524feaa6,Netherlands
8e3aba61-1deb-4030-b433-6c8dc33e5430,Anesth Dept,17c81b33-341f-40eb-8766-b0a5676d41fd,2376d176-ae52-41df-b5a3-cb264ce2d5f0,3995099f-3515-41d0-a9d9-afa3139f4f28,Netherlands
afbea3e1-e4fe-4203-84a0-b4f07aa1fcad,MSK,4959caca-b268-4910-97c5-f220ab59bbbf,2376d176-ae52-41df-b5a3-cb264ce2d5f0,dc5f30a2-96ef-459b-b41d-ce80862e00fb,Netherlands
64e044b1-3638-415d-839d-bdf1f48749d5,Infection Control & Prevention,3e399322-a415-4b71-b55c-7ef0fb15bff5,2376d176-ae52-41df-b5a3-cb264ce2d5f0,59142103-2925-4b19-9ca9-a51e281922c9,Netherlands
f4b66852-112e-41eb-b6e5-79ebc61489af,Brain & Spine Center,65f29fcf-5bcf-4114-84a1-29c7921bd2b2,2376d176-ae52-41df-b5a3-cb264ce2d5f0,f59cea8c-60ff-4ca7-acd3-aff9a380c6ef,Netherlands
eeb810b7-893e-4ec3-953f-46450228f276,Radiografie,e1e2e652-9338-43f7-a2fd-f109bc809bb5,2376d176-ae52-41df-b5a3-cb264ce2d5f0,5e0be9ec-4386-4f55-b8d5-dce6479e8f9f,Netherlands
10c5f82a-85c2-40f2-8d43-e5867c010ff2,Arthritis & Rheumatism Center,c279022a-351b-4dfc-b794-7a64d9140ce7,2376d176-ae52-41df-b5a3-cb264ce2d5f0,43009c9e-9bbf-4527-8a49-26e7d39fd5d0,Netherlands
41bc7f4b-79da-44aa-8db3-d8cdd09c620a,Diagnostic Pathology,1bb7a6ab-bf6b-4f84-90bf-1d2497162c30,43e9d631-b954-478c-9552-dd0a8da6b31d,5bf1280f-0b8d-4c5d-a466-039c17586517,Netherlands
e942c140-e9c7-4f8a-b0c0-1d950d91538d,Kidney Care Center,9d9dc924-2816-4966-9a19-83f316ddc90d,43e9d631-b954-478c-9552-dd0a8da6b31d,a33e892b-8c63-48ee-9e8a-6826a3d02b59,Netherlands
c3699393-c5c8-4620-8e98-0b5dc91953f5,GI,cb811cf8-aa07-4228-9eb8-19928c81bfd9,43e9d631-b954-478c-9552-dd0a8da6b31d,7e324e5a-c706-4d96-8054-58707bfc0d0b,Netherlands
53e62300-3cb1-42fb-95ac-20f81a4a4b87,Speech Path,07b664b9-e53c-4a14-bfb1-1b3c751d7562,43e9d631-b954-478c-9552-dd0a8da6b31d,04f08960-b620-4c62-ba66-6d157b297190,Netherlands
712058ec-8c60-4a71-93b8-f080adafe3ec,Children's Health,1078d79d-8083-4077-9479-f2977922696f,43e9d631-b954-478c-9552-dd0a8da6b31d,b78698d0-0351-4a2c-bb9f-5818dde8a3aa,Netherlands
5bb05245-232d-4345-bcc0-825fc583d51c,Family Medicine,5d8b9009-3bb3-4da4-a84e-5413452a36ad,f365566d-f533-4ae8-93be-2743d3aab509,4c4c70a3-9e8e-4a4c-b979-4fc9e35f9c03,Netherlands
0b6e9684-2e51-4dac-a83f-74e4986d6072,GYN,9be85367-e509-4b4b-9aa9-004d913fcc34,f365566d-f533-4ae8-93be-2743d3aab509,fe3bf17d-db87-41c2-a731-b78ef868cb57,Netherlands
b661574d-4234-4bb1-972f-925adff08d25,Opt,679c4794-dece-40e6-8191-3336fcd3936b,f365566d-f533-4ae8-93be-2743d3aab509,bd8b950c-1790-43c0-a3fe-c582e65c1d64,Netherlands
f42888e6-960f-45e0-a8ce-28956683f00c,Hormone & Metabolism Center,86e83feb-1163-40a8-aaf2-f91817533642,f365566d-f533-4ae8-93be-2743d3aab509,af7d7a4c-0074-4562-8b45-df291e160b32,Netherlands
2f3c0353-2216-4a74-9542-22d028f45137,Speech & Language Therapy,68ef981d-8b7a-492a-b49d-77340c0bd0c3,f365566d-f533-4ae8-93be-2743d3aab509,aee2254a-c02a-4e32-895c-9d3c7f4cf1ef,Netherlands
32c8adcc-6fba-4267-9582-7345416de15a,Neurologic,424cf91e-9470-41b8-867a-7d8c04a2e90e,f365566d-f533-4ae8-93be-2743d3aab509,ed5055aa-5d41-43df-bed7-97566e09489e,Netherlands
2faececb-788d-41c6-9c47-10386b767dfc,Opt,9d41af32-a8c0-4654-8bfb-9a103014d0cc,f365566d-f533-4ae8-93be-2743d3aab509,b8a6d477-1566-461d-8eda-cbfaaa1ede2c,Netherlands
1f8c7426-05fa-481a-8489-8448e28ebf6b,Pulm,22099ce9-3421-4c24-b9f7-941efcbb3738,f365566d-f533-4ae8-93be-2743d3aab509,0391b5b3-d0bd-4ecf-acea-f2af88e3a426,Netherlands
cad5fb4b-16ed-46ec-a430-0f8b9c1978bd,MSK,a2ac42d0-5603-44b0-b7c6-626bfa24cac6,612d8f0c-7ef7-4827-955b-60e92658af19,dad63ff7-428c-4d44-8819-255d02a634df,Netherlands
ede51918-3227-4ae7-a96e-520547412641,Ademhalingstherapie,fce51bc6-5fcc-4792-907f-2cb648a0599b,612d8f0c-7ef7-4827-955b-60e92658af19,9f9bcbce-c30c-4d01-9d25-b7e937c0dc3b,Netherlands
142baa2a-0eef-43d9-96ad-1b480d3e068b,Psych,1647a334-a205-45a5-bfe0-08fc1b82bf7d,612d8f0c-7ef7-4827-955b-60e92658af19,48eb2740-9d6a-4758-b8a0-61218b52a946,Netherlands
c3dd50d1-af19-41d4-bded-92f9130a8c32,Resp,31e1388d-c7c8-4724-87c1-7407164ffabc,612d8f0c-7ef7-4827-955b-60e92658af19,aaae6574-d75a-456b-9765-76f5e05b5361,Netherlands
7ad4fb32-d7f2-477e-8d7f-558d361ea232,Plastics,5f5e12a7-2535-4b0a-8223-08f7d0126216,612d8f0c-7ef7-4827-955b-60e92658af19,312291a9-0704-47f6-b454-cae7dd5670c2,Netherlands
1c58ed58-288f-45f0-8177-e9044d971351,Tox,c25c2586-dc5a-4759-a36b-0dc2990ecbe6,612d8f0c-7ef7-4827-955b-60e92658af19,5f669c84-bd36-4f36-83b8-3aca9f6c915f,Netherlands
7e530ae4-4c41-47b4-95b7-c0f3f7fdc866,Respiratory Therapy,d701551c-2443-433f-898c-211b33860b62,612d8f0c-7ef7-4827-955b-60e92658af19,e63781fa-5f1a-401d-99f0-c5bcfd4486b8,Netherlands
0815ac7b-9996-48f5-9a21-5327eb4dcdcf,Anesthesia,2543d91b-1329-4e2f-9903-2c1a062a4214,612d8f0c-7ef7-4827-955b-60e92658af19,9290afc0-3a7c-4113-ab46-284426f4dc9f,Netherlands
3d02d1cf-c27a-480e-80ed-3ba2ad5ddc06,Rheum,353fc8ed-c90e-4c33-9923-952d23456218,612d8f0c-7ef7-4827-955b-60e92658af19,e061b77c-a840-4137-94b0-8d88fae55d96,Netherlands
8e45680d-e5e5-4dfc-ae1e-183100e0fe93,Nutritional Services,723dbbdc-7c06-484f-981f-c83194cb02f1,612d8f0c-7ef7-4827-955b-60e92658af19,2ac15307-9f35-4a42-b5c6-83e610489081,Netherlands
01e4a92c-f811-4cb4-85d5-3ec1dbc8a9e8,Plastics,0683aa92-85eb-45c7-a435-890bcba72e1d,506b7960-a393-4161-8a89-7eb37ee7624d,7719256b-d507-4bd2-855e-23f534aec4bb,Netherlands
84e0bf13-9e0c-4906-b78e-a2110b859181,Uro,3c0e8dbc-5e28-4a27-b6f1-5a4e5a99ff89,506b7960-a393-4161-8a89-7eb37ee7624d,1ae34e49-eed6-4e56-9f6d-d3fcc71eead5,Netherlands
f2403e6c-4b60-4cb1-a005-d8b0051e1c78,Genetisch,8d2b0cd9-f59d-4d04-8c6e-fbc84873bcf5,506b7960-a393-4161-8a89-7eb37ee7624d,5ce5ec93-ee6f-411b-af33-ad85c0bf23f9,Netherlands
874d9ef2-e865-40db-a4b5-184574bae8d1,Pulm,021df9c8-e5be-43e7-bd04-cc4087c50fc3,506b7960-a393-4161-8a89-7eb37ee7624d,c0da28af-d05d-49a9-b9d6-415730f599f1,Netherlands
fca4dfde-81b0-4af7-b636-48d837bb5534,Kidney Care Center,00ac4a97-1658-4fd3-a055-2c841c1c8652,506b7960-a393-4161-8a89-7eb37ee7624d,13ed2a89-3956-4f47-96ec-2fef84947f58,Netherlands
462f9d01-a4ef-4145-8b47-e31c3bfdd5de,Cardiovasculair,3d4f18bb-d620-4373-8a1e-093da200fe0c,506b7960-a393-4161-8a89-7eb37ee7624d,37048a16-e3d6-4ca9-8203-f2280149e9f8,Netherlands
064cc661-caad-4f3a-8a16-30617bd0b969,Emergency Services,e145067b-8760-4378-8504-5bb1ed4f52c3,506b7960-a393-4161-8a89-7eb37ee7624d,1541cbfe-31b7-46a9-8e0e-097cdfa534fe,Netherlands
fbcf76db-8c1b-41c9-a8a7-ab5ce1aab929,Pharmacy Specialty,0432928c-9f2a-488b-bad3-bcdb407d4011,506b7960-a393-4161-8a89-7eb37ee7624d,bcb48652-a10f-46ee-8e7e-728a441417ba,Netherlands
0a6b121b-14b7-4e35-9d62-121c0788f3db,Public Health,c954bc9d-51ed-4375-8997-a0179d76c1d8,21f7f6a5-d115-49a4-975d-8d01a38a98e7,732f95a0-ff75-443a-b722-d8c84b9c54a0,Austria
9847b71f-40c9-47ba-aedf-893f2a3e8aa7,Midwife Svc,873caa79-cc79-4106-9010-6e655bc7d2a7,21f7f6a5-d115-49a4-975d-8d01a38a98e7,9748d669-b2b5-4d00-afcb-fdf5c8dbf89a,Austria
a029f729-8631-4fc9-ae25-69793e889ae4,ID,c98cd4fd-f9f1-459d-a904-479fdc9bcb55,21f7f6a5-d115-49a4-975d-8d01a38a98e7,993cc9e5-8bf0-45a6-a919-16ba7cca647c,Austria
f19b8f62-8e85-47ed-8e15-aae9c8f2d304,Cardiovascular,ac379788-9e50-4872-9898-7fad61c5e1dd,21f7f6a5-d115-49a4-975d-8d01a38a98e7,3f8db6b3-c65b-4e4e-88c2-dd4d829c964b,Austria
6f7cbf9c-b20f-4a28-aae8-96b736c4ec54,Children's Health,7f87bc49-374d-4321-a1fb-c024226493ca,21f7f6a5-d115-49a4-975d-8d01a38a98e7,4d968f7b-289d-437f-ba76-e75c9601ce00,Austria
322ec626-5175-4156-b4ad-1770efccd265,Obstetric,c62939fe-115f-4356-aea6-1517caa5bfda,21f7f6a5-d115-49a4-975d-8d01a38a98e7,3316ee30-ef01-422e-b137-4497b9a781ef,Austria
4213ac91-327f-4dae-9630-1e22e92d4274,Vision Care Center,4a191675-cc9e-4ca8-9410-9834579f9f51,21f7f6a5-d115-49a4-975d-8d01a38a98e7,2bfd5b19-8b0d-478c-a8df-17861bdbe165,Austria
871ee112-f405-4b73-bcb3-c49fa18558fe,Nursing,baaf093e-4ae9-4373-baa3-dd09903b81d7,21f7f6a5-d115-49a4-975d-8d01a38a98e7,a640e345-0c2c-41e2-9eef-cd8a36090807,Austria
a0cdaf38-4d7e-4103-a9bb-ca660c3ea941,Pathologie,8d69de6f-861a-478d-8960-ad130cdfa4f1,21f7f6a5-d115-49a4-975d-8d01a38a98e7,b14ff618-55df-4525-8229-74f92f154215,Austria
1c1e8181-fbac-4ab7-a359-df529a25c4d8,Cardiovascular,46b96bbf-83cf-4c9f-9ff0-e41f9c5bf566,2a4c7e62-dba3-4a63-91bf-2cad324cc811,9775c234-0ca2-4b20-9617-ff17b7dc6f2e,Netherlands
4ee3d1d5-8414-42bc-a4b0-3c74b95ed333,Children's Health,44b91381-97ec-49ce-a2c8-8f5741f4f6dd,2a4c7e62-dba3-4a63-91bf-2cad324cc811,a50790e0-617b-4ebd-a279-999ae6a30c55,Netherlands
6c99b126-67e8-4fb7-9390-31a3ce06735c,Dental,ef025bd0-46d6-485f-96cd-cf3680d42938,2a4c7e62-dba3-4a63-91bf-2cad324cc811,f7d6057f-6180-4957-b160-9aafa84b5ada,Netherlands
ade13f49-70b0-424f-b0cf-4f5b5eb3f704,Nursing Services,5b698429-b19f-422e-ae97-c6bf68e9bc65,2a4c7e62-dba3-4a63-91bf-2cad324cc811,411e232e-e4d1-428e-83b5-bf81ec40d055,Netherlands
a8efe28b-ed29-49e9-a766-bb55abfd1835,Pub Health,c60079b4-d390-41e0-9b5a-3f7f6bea78ee,2a4c7e62-dba3-4a63-91bf-2cad324cc811,ab2c6b10-f3b9-4304-8505-ea648644ea6f,Netherlands
f5f43453-3dde-402e-8354-832c721f321e,Physical Rehabilitation,f88d84ea-b69a-4a1f-bcbc-407e5604b1c9,2a4c7e62-dba3-4a63-91bf-2cad324cc811,f971b22d-750d-46f5-aed9-3b6748b79a75,Netherlands
b9cc7bbc-b2ce-47ab-a53f-5eac45ff7137,Nier,6684842f-4bc6-4328-bd5b-b997c1b1036b,2a4c7e62-dba3-4a63-91bf-2cad324cc811,f083b07d-45eb-4c09-9934-b5d0be10a21d,Netherlands
f2a524b3-c5b5-4c28-ba83-2ec7153b1c9a,Psych,239693d5-407e-4803-8520-b12f9127bc4a,2a4c7e62-dba3-4a63-91bf-2cad324cc811,a93b0a97-26b9-484b-9903-31f18ace29d5,Netherlands
2b81e924-ab29-4fcf-960f-97a7732cb3e8,Pediatric,ae1beb73-0443-4bdc-9781-9a68f6846252,2a4c7e62-dba3-4a63-91bf-2cad324cc811,1019ac24-4a4d-4f4e-8c2d-19df6294cbe3,Netherlands
7e1640f9-7df5-4915-b552-5289c021e39a,Urologisch,0fadfe00-a606-4aea-809c-333e5acff386,3d598812-bdbc-4373-aca8-5d9ab013042c,0446c982-9886-47a9-959c-60ce707ea43c,Netherlands
e7800d95-a76d-4b02-a301-00e242f2f766,Elderly Care Services,beafea5b-454d-4e18-b0e7-3a7652bd3cb4,3d598812-bdbc-4373-aca8-5d9ab013042c,f4c38ab4-206b-4dc1-b060-cf4c98818439,Netherlands
48d3383a-9095-4d61-8c73-baca0aa2d909,Laboratoriumwetenschap,9879da72-a05a-4068-9847-764592f88d11,3d598812-bdbc-4373-aca8-5d9ab013042c,6cb383fc-9b68-4f01-bb38-84236229858d,Netherlands
0acca618-ecae-42ad-ad44-db1bee32fdf1,Laboratory Science,b28b3552-4ff0-4a2e-b2e7-240bb5dc9966,3d598812-bdbc-4373-aca8-5d9ab013042c,cb24b2dc-0756-4bba-8e72-be0f921556cb,Netherlands
ca02fa3a-c03a-43c4-97d6-6a53eccb5ba5,Gastro -enterologisch,4828bfee-eaaf-4e71-8fcd-204a3f83a35c,3d598812-bdbc-4373-aca8-5d9ab013042c,8a0767e3-4721-4308-bf34-3dcfdc42afad,Netherlands
868e02a3-d273-4c1b-8317-b557cbda7b27,Neuro,cdc8614a-839d-4cc4-a53d-a553fe12c4bf,3d598812-bdbc-4373-aca8-5d9ab013042c,829bea1c-a056-434f-bfa4-9443b76a91a9,Netherlands
5d777444-5173-4327-97ae-1340de1e4aaa,GYN,8df92f88-8f1d-454f-b67e-7f142fd94075,4d655899-f2d2-4f8b-ac02-448ecbcb49db,c67b4e07-fae0-476a-a88f-c4010a4be0f9,Austria
cdbb96db-707c-4bcb-b5cf-6b1919bffeaf,Geriatrisch,620d1bb7-24c3-47b2-8938-ee9fd3e569fb,4d655899-f2d2-4f8b-ac02-448ecbcb49db,ece1e7a9-c518-44e5-862a-96da9cdba547,Austria
755b4c0b-8578-4c45-bd58-ac8b8513fbc8,Kidney,516c7e4a-7a5d-47a1-aab9-8847e1df20d3,4d655899-f2d2-4f8b-ac02-448ecbcb49db,a809e568-9f79-43db-b57b-eb9047fbbf6f,Austria
ec75d3ff-9b78-49c8-95c8-087c6141d7ef,Geburtshilfe,de9ad327-00bd-44b5-9c26-7992b5b2fae1,4d655899-f2d2-4f8b-ac02-448ecbcb49db,e1a76883-5d0b-49fd-83dd-c9da03ece8b4,Austria
9bd99497-50b4-443c-a111-f5b373d87712,Neuro,aa028d76-59a1-44aa-8472-1575b08b7116,4d655899-f2d2-4f8b-ac02-448ecbcb49db,03f4402e-da70-4539-b0a7-8695cf5669c2,Austria
25c5d54b-7186-4517-8669-9896ab27e375,Public Health,5e64eda4-791a-4d58-960d-971966e28281,2d7412d5-c558-46f8-9a6f-7afd5b436758,83635ed3-6a4c-493e-9d5c-1b17b7a0f79b,Netherlands
af43b843-42d5-4280-bd53-83cf0e0681ce,Musculoskeletaal,fe5773b7-d827-412d-86ad-579c63f3b2d0,2d7412d5-c558-46f8-9a6f-7afd5b436758,0b7ce50a-e5bc-4296-b88d-5d3c2d315e76,Netherlands
0dd960d4-3ebb-4484-bdb2-31d1b67664aa,Endocrijns,b43baeb2-62b1-4c36-99a2-e67258cf1235,2d7412d5-c558-46f8-9a6f-7afd5b436758,a0074c4a-da76-450a-a6eb-a5cbdfbb1bc5,Netherlands
03fea1d4-9add-4501-a09f-dafe9e75c1e8,Psych,4d5930e1-2012-426f-b754-6c94d8c0dbc0,2d7412d5-c558-46f8-9a6f-7afd5b436758,66c49866-2372-4eca-b1a7-c231b1e1fede,Netherlands
53c5a73b-20d0-441b-8073-380ff2a2ba48,Tox,8f7167df-0559-44eb-90c2-16642ac9f06c,2d7412d5-c558-46f8-9a6f-7afd5b436758,cc0429de-384b-4b64-973e-6d9a7d499794,Netherlands
1575d544-81b5-4d0d-8fb2-e1a41f98e9de,Midwife Svc,1781dd2c-0c7a-48c8-8c17-a1be7a9f5c11,2d7412d5-c558-46f8-9a6f-7afd5b436758,00205d4e-4d80-40d3-96b6-42f5e32afae0,Netherlands
4f8ba1b1-c0e0-45f4-abb7-e085808084fa,Diet Nutrition,e8484384-60bd-4eaa-91f1-0799a2d76535,2d7412d5-c558-46f8-9a6f-7afd5b436758,7b26d082-7eda-4d14-b9cd-321c702f6ae3,Netherlands
d205bd6a-698c-4adf-886a-48e41d96a982,Mental Health Services,93449b47-6ed1-40a5-b1ea-d39567637eb3,2d7412d5-c558-46f8-9a6f-7afd5b436758,88ad19b4-a592-4b05-a8f1-d46cd7cb4a68,Netherlands
56236583-a003-4672-96e1-32e2752894ea,Dermatologie,273326e5-ad5c-4f4b-afd5-75acd0ed68cd,2d7412d5-c558-46f8-9a6f-7afd5b436758,93473956-794a-424c-9467-7be5b83396e9,Netherlands
8731e622-0ea2-4cc0-a8ef-d5c2f1ea5db3,Tox,af174767-e50a-4fb0-b6d6-4c31c3a55a3e,2d7412d5-c558-46f8-9a6f-7afd5b436758,5f02c315-73f4-44cd-afc0-cc5413df01eb,Netherlands
3c9c3d20-656b-4147-88c5-2a111c309e26,GI,49e30952-5dab-40aa-b62a-b87e2dc7c648,6213a29d-6d9c-484d-8005-de4f81ba0102,5f5e5913-5da7-4675-b214-18494f887ff8,Estonia
a46a8a46-257f-45a9-a344-49cb39ba9141,Foot & Ankle Center,77f867a4-0c20-4132-9a54-ef4b1fda4bb0,6213a29d-6d9c-484d-8005-de4f81ba0102,bbcca0e0-ef8c-443f-ad60-d927ebd4c308,Estonia
504a973f-a5fe-4892-a27e-7941fb575814,Hormone & Metabolism Center,32fd16b8-2e2d-4257-9bd2-e411bfc5e5ce,6213a29d-6d9c-484d-8005-de4f81ba0102,fea32811-e10b-4aad-8ada-93e41a0460f0,Estonia
aa8a3d08-c3a0-48f5-b283-6ad5f134c708,Bone & Joint Center,b06dfa1c-0d9c-4b86-8a14-24f4eab83fea,6213a29d-6d9c-484d-8005-de4f81ba0102,b0ebcce6-e4b0-4a7a-b17d-b3023df5a4a6,Estonia
9f4c844a-1a38-4f5f-a947-4f571643a1c8,Endocrine,8cb9869f-a054-402c-a847-c4936e8c9537,6213a29d-6d9c-484d-8005-de4f81ba0102,43e5849f-6605-464d-a50c-c03adf7b3595,Estonia
f22f5690-77cc-4086-9847-90d7fb2299f2,Geriaatriline,80ab3c8a-4209-49dd-9726-06429894fa79,6213a29d-6d9c-484d-8005-de4f81ba0102,82ef5bab-2ea7-48af-b091-cc1ab6b222f8,Estonia
e8b20893-c5ab-4fc9-8a12-db2a41706db1,Genetic,3570a717-347f-4a92-bc58-bb5b432d6382,6213a29d-6d9c-484d-8005-de4f81ba0102,118291dd-342b-46fb-90f0-1e57ee1d9b28,Estonia
17e2fecd-a0cf-441f-81d1-2a822db3ad79,GI,f5a1ab5a-312f-4482-904a-fdd1c7b55348,6213a29d-6d9c-484d-8005-de4f81ba0102,a93ea540-e49f-4808-a490-3d929befb522,Estonia
3926b4b1-56e8-44b1-ae89-16f6ee2369fb,Hematoloogiline,25f5eabc-15f1-423f-88c9-07d722f321d6,6213a29d-6d9c-484d-8005-de4f81ba0102,596c38b1-1ba5-4510-973f-305822bb48a7,Estonia
7613406c-86b5-4156-a0f7-812071b3f835,GYN,667694b6-1426-4b05-aaec-c7b0a317671e,6213a29d-6d9c-484d-8005-de4f81ba0102,89b60326-bc4d-4ad7-ba1a-78c9f16aa012,Estonia
0d2de3eb-9983-482d-859b-aa063c68fbfe,Infectious,c62e652b-6a3d-4af7-ad68-1b3fd75ef186,5ff8159d-efb9-4f87-a9d8-b1d7909de685,fe8f621d-0879-440a-b434-88d070eff148,Austria
eb13f1e1-899b-4ddc-af4f-1ec931b60ec6,Speech Pathology,b71812c1-f21c-4b12-a74e-a3c7bbe1355a,5ff8159d-efb9-4f87-a9d8-b1d7909de685,6101a9f5-3e19-41fd-9035-4c0308ac6f9c,Austria
5352d5d4-3984-4c73-a7df-1af819188084,Clinical Laboratory,e76c07c8-6b35-461b-b318-b5c2cb033a17,5ff8159d-efb9-4f87-a9d8-b1d7909de685,0cfbb683-8de1-4e41-940d-d90f656e4d3e,Austria
2050088d-69eb-4028-a311-1233f86d011b,Rheum,e2009e67-2154-4690-8675-543b7aa16f6b,5ff8159d-efb9-4f87-a9d8-b1d7909de685,3b660bf4-7c80-4ef1-9c09-c58ab2e1bfe2,Austria
c2d775e4-b5be-403d-aa0e-097c0c4e13f6,Gynecologic,0bbee14d-e87c-48d5-a256-f74cd3014efd,5ff8159d-efb9-4f87-a9d8-b1d7909de685,0aaf5b8e-a4d0-4fd1-9e08-f883f71ef068,Austria
c1ae7f49-ace7-425f-8487-eeaa001a4948,Kidney,7309784f-fab6-490c-b8ed-02a63910b3d4,5ff8159d-efb9-4f87-a9d8-b1d7909de685,faacdb53-5a19-4559-83c8-1592bd7e01f5,Austria
03f6cc1b-2446-4fe2-91a6-e6df941e799e,Resp,d1f3cd97-61a1-401a-ba42-abc1e96c7456,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,43e3f704-4a26-4cd7-a0ea-6d9a1c2c7ab0,Estonia
5515a636-3646-4036-9d61-158723f286ca,"Ear, Nose & Throat",c3409010-3c5c-4186-b7f6-732de3f9e2d7,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,60b61c4e-303c-4923-a2ce-1d9ce1793ddf,Estonia
17c3c7f6-23e3-46d1-8893-833bc3dce71d,Blood Disorders Clinic,0537b076-04ed-42e4-8e0b-1a29dea66d2e,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,bccdc895-a0f4-493b-8584-4d1afb72b034,Estonia
6b9d9790-b3ea-41d7-a950-6f027560325a,Podiaatriline,e9b93ff7-1d3c-4297-b080-5fb4cb77938d,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,f2a3ab27-1351-4828-8f45-33992571c932,Estonia
a9ae82e5-3f2b-4dfa-a296-717b6ddcd418,Gastroenterologic,7429dbf7-cf0f-4899-ab00-46c384032064,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,2d371bd1-54ce-4e48-b848-6046f367bc9f,Estonia
5ed0bf0c-8c24-4941-9423-9851a3fbba7c,Women's Health Center,98afe578-2769-40f4-9f4a-8ebf363e8c16,e3ae9185-488e-4fcf-915f-b9fcd4c20e81,d0c3406a-e615-4def-b856-c8e25b187e7f,Estonia
