identifier,healthcareOrganizationName,address,contactPoint
3d798f0b-e6cd-4595-94f0-d65dbd6817b6,"Lam, Bishop and Mccormick Tervisekeskus",1b770deb-6f51-4a78-bea2-a33a51d11bcd,8397d412-7118-4b71-8707-e77b4bf0ae53
7d3c279b-5bce-428b-989b-b03086c47b06,Pacheco PLC Tervisekeskus,2bdfb727-9501-4917-896d-c27b7af2f402,a2834536-95de-4d6e-9df2-e07353f04099
26b61b06-a164-4f58-bb78-eb2d0ee5144d,"Castillo, Edwards and Abbott Zorg",7ea496f5-e10b-4aad-a92d-6b0529bccee9,b4134208-66df-4b1e-9ab3-cc27232f8c5b
00cbd313-2bdb-4720-a3ea-a07ff436498e,"Murphy, Nicholson and Cooper Zorg",f20e8bda-39cc-4d88-832f-594d0b82b61c,ec071cf1-e476-48ec-a2c7-1d046c32faff
566ff3ec-679b-49e8-80c3-2da9bc49b58e,Wright Inc Tervisekeskus,d216ad53-d408-4ff7-9713-30613cc4f772,c9a57cd1-be28-48c5-ab39-5c4ee575ae93
fb52451d-90e7-41a1-9db1-dfdc357f0a64,Madden-Mejia Zorg,8cea309b-49c9-4aa5-a689-e5e887c47eb8,afd4fc7b-ef20-4346-832f-b3088d56206d
47595b01-6c83-4975-afa2-ce128c833848,Richards Inc Zorg,d1f0c570-bf55-45ce-98a1-a54654a6087c,5cfa38b1-5836-48ee-b3ca-5f6427fa8b8a
9251ad08-3fcb-44fa-bc39-e1b3bb1d8677,"Hogan, Jacobs and Fischer Gesundheitszentrum",81011c5b-f110-497a-9c2c-7a3494665d45,6dbf859c-037d-4752-88f3-531c4fb7c3bb
53ff6644-4741-4e56-b5e2-834d907d8532,Shields-Jacobson Gesundheitszentrum,b6bca2a2-be79-4965-bc9a-923672bbe7b3,30331476-f53f-43dd-99b5-3b7fb47a5dce
d03459a4-2ca7-43c4-8f4e-d44214aaaefe,Ward-Jones Gesundheitszentrum,dd6d47e4-90e0-472f-94dc-01bc0aa56583,789a2829-8a66-4359-abe0-a1771c5e1698
832c9b79-60c8-45a0-9560-e64c55f7792a,"Walls, Lutz and Moore Gesundheitszentrum",425de95f-c846-4f90-80fe-6898b56b9357,09e1c3b0-271f-4772-8d7f-7ba572e6316e
e5a1bdae-a747-495e-b0c9-52af9db31510,Blackwell-Lee Tervisekeskus,04ea581d-2006-4c1c-bbd7-43b32ebed37d,4fae667b-b2e7-4e77-8fe1-cedfa5387901
4815642c-a2bb-4283-bd83-ad7c39f706d4,Gibbs-Garrison Tervisekeskus,dcb32e4a-891d-4a7b-8d3d-c6aadba45b5e,1880fa4b-840f-4b0b-a5e3-27af071dade6
59c07423-a89f-4916-90ec-83746862dc24,"Taylor, Cunningham and Smith Tervisekeskus",5d005716-7680-491b-abb6-204ee0db22d3,63d0fccd-afdb-4e0b-8171-6f1d956a2f20
eb1d1061-9717-4a6e-a8b4-d5b9693d993c,Sanders-Perkins Tervisekeskus,a53011a2-3d74-49ee-a514-1471ea951570,e291f5e1-469f-4269-bf7a-cd86409b3c5b
76a933cf-65fd-4f69-93a2-5c9b6e3a52d7,Mccoy-Molina Zorg,5b8d11ba-a0ec-4e5a-a487-8d19586d7f41,2d492ca2-41f4-417d-b514-1524e08c28eb
4e60678b-82f4-448a-b8a5-5d6bf2ded00f,Hernandez and Sons Zorg,2367ad9e-8dcd-4d64-b9e8-e4ee8b7f6d7a,d1a8d7b0-22b3-4e34-867a-4ac9079be4e5
e5098f9a-d3c6-4e05-8d37-aebb8fc7f7e3,"Rodriguez, Maxwell and Wolfe Zorg",b4577bf7-a251-40a8-9870-c707955fbc33,83719849-fb52-44d9-9a66-d48da4f0d9c2
64e322cf-a51d-478b-8d00-b7b27d82fccf,"Ortiz, Guerrero and Kim Zorg",fe656bef-e0ef-4989-aab4-65e9d97d2b38,96625aa1-056b-465f-839d-dd7467af36d9
1b674518-b0bf-4f14-b6d0-66f27d874566,Bryant Inc Zorg,9bde299d-da28-4b7a-8d6d-99a628d798b4,68f49b51-f3fa-4613-90ed-41f464aba3f6
c42bf4c4-c46f-4825-a69f-f1b9f902d6c0,Perez LLC Gesundheitszentrum,015128db-af8c-46a9-98f7-e499df61c534,5ad8712d-7ee1-42a3-824b-fe48398071b1
c57842a9-934c-472a-8c72-fe13fbf28c1c,"Lopez, Blanchard and Porter Zorg",3e581dd5-eed1-4368-9811-6722277dfc7b,6382f3b5-f9ad-48c5-a247-b40dae5ceb3d
5e12425c-b42f-4357-98d9-7f4a95331356,"Diaz, Hall and Williams Gesundheitszentrum",cc16014a-2e4a-4e78-9cf4-a8ed2db6de21,1dd26234-2131-44bd-8127-5a6388da091b
7b056d02-59de-4319-bf9b-bcfc742c5905,"Garcia, Johnson and Thomas Tervisekeskus",1a6f0c9a-f1f7-490f-8070-9bd41790a6b7,3503c56e-6100-4dbd-a2ca-9fe8a8aa7d13
7f006257-6956-4c06-b008-a519ad830951,Jordan LLC Zorg,72323dc9-c677-41b2-83a3-1607f5652d00,70df67b9-3a6f-46fa-a418-13ef799fde33
7e5168dc-5690-474d-aeda-b7b5e2aa55a7,"Lopez, Murphy and Stone Gesundheitszentrum",d46e34aa-ae9d-4797-8284-e0bee33e270a,952b750d-9830-449d-99ef-bb41b66b6b0b
5c29b6da-c1d7-4be9-9df4-97f16b5a174d,"Stewart, Braun and Jones Gesundheitszentrum",705bacc2-640c-420c-b02a-5b67b7ae7758,27e08e2f-c06b-4d38-9d01-0478c110412c
